id,sentence1,sentence2,dm1,dm2
2315,"After some prominent press (and some prominent naysaying), Bitcoin has suffered a bit of a crash, falling from a high in the twenties to about of $3 USD today.","the intensity with which users, experimenters, and entrepreneurs are still supporting what could best be termed a movement has not waned.","interestingly,","however,"
5540,"they were selected, for these reasons, at the time of constantine in the fourth century, and the multiple alternative voices were ruthlessly suppressed.",jesus himself wasn't at all like the four canonical gospels describe him.,"third,",therefore
6429,"In one sense, of course, this could be viewed as a very clever turning of the tables on the Pro-Choice position.","it is not some kind of legal chicanery, but a simple demand for justice - and on the terms set and the ground defined by the pro-choice movement.","ultimately,","however,"
3380,"I was never overweight, though I think I was headed that way if my health hadn't sounded the alarm first.","i can only think of one obese person on either side of my extended families, and really, she's more just plump.","in the end,","though,"
3166,6 team is likely to face the Clippers in the first round.,"it's possible the clippers will not play their regulars in the season finale, especially since they host denver the night before.",by then,"though,"
5618,We tried to visit her but she was busy.,i'm thankful she didn't get involved.,"ultimately,","though,"
5384,"Why is it different from the rest of precious metals or other rare, highly sought things like diamonds, emeralds, etc?","why will it be split from other ""precious metals"" and evolve into a world where we talk about ""gold and precious metals"" and not ""gold and other precious metals""?","or,",alternatively
5893,Hi i'm a 36 single mom who quit smoking over a year ago.,"added unfortunate situations, i gained over 50 pounds over the last 4 years.",because of that,and
3919,"see bryan at hot air, who notes that this is ""a reversal in the way the two parties tend to think and choose their respective leader"".",i really hope this isn't a new trend.,"indeed,",and
830,"If sickness tortured your body, would you avoid the hospital or doctor because of embarrassment?","do not be led astray by certain people who wish to have read on them a ""blessing only"" without having previously confessed.",but,at the same time
4693,I'm more excited about the possibilities than I've ever been.,"i'm about as disenchanted with the games ""scene"" as you can possibly be.",simultaneously,"though,"
4027,It feels like the light has passed us by and may never shine on us again.,"(and sometimes very slowly) we emerge from the shadows into the light, and the warmth and brightness is so much richer because of the time spent in the shade.","eventually,","though,"
5472,"Not surprisingly, the government estimates that the majority of these immigrants live in California, Texas and Florida.","are two non-border states, new york and illinois, with more than 500,000 each.","next,","however,"
4252,"There is something simply enchanting about Breen's prose that draws the reader in, even when asking oneself what the hell is going on.","the octoroon ball is worth the read, and the reread, just to stretch the boundaries of what is real, and what is more real.","ultimately,","however,"
4442,I grew frantic in my desire to harness this inexhaustible energy but for a long time I was groping in the dark.,my endeavours crystallised in an invention which was to enable me to achieve what no other mortal ever attempted.,"finally,","however,"
809,Then the last verse seems to be about both political and religious hypocrisy:.,"religion can be manipulated in the name of political causes that, whether good or bad, are not innocent.","ultimately,","then,"
5941,"Studies indicate that we are naturally attracted to the look and smell of our close relatives, which is one reason why Genetic Sexual Attraction is so powerful.",monogamy serves some well.,"ultimately,","however,"
2550,-adaptive process between two adjacent elements.,"the topological features of the cartesian grid, only a reduced number of possible patch configurations can be obtained.",because of this,and
5414,"It was the only thing they had in common, their feminine rage against his 'maddening' behaviour.","one after the other, by letter and by word of mouth, they harried him.",simultaneously,and
557,Don't miss my cheesy UI mock-up on the third page.,"you should aim for whatever is comfortable for you to develop, and not let me make it into a big chore.","ultimately,","though,"
2910,This would prove to be true as the week unfolded.,"i was excited and full of anticipation about the events of the coming week, and eager to reach my destination and join priscilla's homecoming.","overall,","though,"
5751,"Then the PSP tried to stop TMG and FC from attending, as they were bleeding vendors at an alarming rate.",the damage was done.,by then,"though,"
272,"The Government has been curiously silent on the matter of co-operative approaches lately, engaged as it is on the ludicrous and hopeless task of trying to keep a dying system afloat.",we all need to disengage from any dealings with shareholder-owned companies and switch to co-ops.,"clearly,","then,"
798,"We found a difference in color usage between classical paintings and photographs, and a significantly low color variety of the medieval period.",the increment of roughness exponent as painting techniques such as chiaroscuro and sfumato have advanced is consistent with historical circumstances.,"interestingly,",moreover
1983,Augustine was full of dirty tricks.,"burke would have a chance at him himself, some sort of chance.","in the meantime,","though,"
1053,"You absolutely can and will, if you're willing to put in the time and effort.","if you want to be able to afford riding your own personal panther one day, you'll need to find a more profitable route to 1 million gold.","ultimately,","though,"
6187,"A second solo LP, Play Don't Worry, was released in 1975.","ronson had joined the dying embers of proto- punk group mott the hoople, working on their last single before fleeing the coop with ian hunter, the group's singer.",by then,"however,"
52,"The highlights can sometimes be missed between more grating moments, and this leads to the blemishes on this otherwise enjoyable record becoming a little more exasperating.","parallax is quite consistent, and its peaks tend to outweigh the troughs.","overall,","though,"
5023,The Utes claimed victory and ownership of the Great Pagosa Hot Spring.,"as whites gradually settled the area, the federal government claimed ownership of the spring and eventually deeded it to private ""citizens.""","ultimately,","however,"
5299,"If there are representations to the noble Lord, Lord Sharman, my noble friends or myself, we will consider returning to it.",i beg leave to withdraw the amendment.,"in the meantime,","however,"
2214,On wednesday the president announced the administration demanded miller's resignation.,we have learned he will remain on the job until at least next week.,"now,","though,"
1337,We must not be hiring new employees with the same level of skills and motivation as those we used to attract.,failures in the human resources department account for our falling profits.,"clearly,","then,"
4350,"Internally, the system maintains a base record defining the recurring ""To Do"" item.","the system also stores ""instance records"" for each particular instance of the ""to do"" task.",moreover,"however,"
5670,Pope Paul VI carried on to the end.,the members of the lcwr thought that i should go over to rome to find out what was happening at the council.,"in the meantime,","though,"
4269,"However, as Liberal Burblings notes, the text of Cameron's speech does not support the Mail's interpretation of it.","how this relates to islam is obscure [update: although there is, of course, some hostility towards rowan williams in general for his views expressed in 2008 on shariah arbitration].","again,","though,"
6178,adding a wedding would simply be icing on the cake.,our vote is with booth on this one: brennan should be the one to propose!,"ultimately,","though,"
3098,"Maybe it is true that I shouldn't have to say anything, at least until I get to a point where my being trans may potentially affect something (such as child-bearing).",i have to practice that discretion.,"in the meantime,","though,"
1781,Is it somehow possible to migrate wiki pages (Wiki Library) to Enterprise Wiki Site with OOB capabilities?,to migrate the content of wiki pages (wiki library) to enterprise wiki ...,"or,",in other words
5820,"Once you have Pets who are trained to herd your Animals, it will be a different situation entirely.",animal care will consist of the following actions in the first spring:.,"basically,","then,"
1404,"significance is conventional, a social fact whose symbolic representation is the base-unit for communication within a culture or a language (saussure, 1916).","is personal and subjective, made from the ordering or organization of significant units or signifiers.","meaning,",on the other hand
789,It's the famous Reagan appeal.,i hope i've disabused you of a few notions and convinced you of the following:.,"so,","in sum,"
2330,The lesson UBNPC learned from this trend is that the optimum benefit period from a survey is likely shorter than four months.,"results showed high completion rates for many of the standards, evidence of the nursing staff on 8csicu providing excellent patient care.","overall,","though,"
3171,"My nephew is Nathan (just Nathan so I don't know if that makes a difference for you) and frankly, he's one of the most spoilt, whiny, clingy, rude children I know.","the other four (four) jonathan's in my immediate family, i will never use any nathan - name.",because of that,and
6469,"The study leader, Dr. Anthony Miller of the University of Toronto, said it was ""completely untrue"" that inferior equipment or methods were used.","how often and at what age a person receives a mammogram should be up to the individual, not doctors, insurance companies or the government.","ultimately,","however,"
6153,"That, combined with the closure of Charing Cross Road and the seemingly endless blue hoardings that face onto Oxford Street give the illusion of a large construction site.",it's actually a site that is far more compact than it seems.,"interestingly,","however,"
2738,There are interesting people to meet and the discussions can be intellectually invigorating.,and as i've stated before i wouldn't give up my life as a high school teacher for anything.,"in the end,","however,"
4519,It's a tough call; especially given the money it takes to develop a game.,i think their is more to the story than just $20 used game sales don't hurt the $60 new game sales.,"in the end,","however,"
2451,It had to do with integrity.,john mccain lies.,but,"now,"
6034,"I did feel that they had some very obscure words as well as some that are basically impossible to describe without using the ""taboo"" clues.",it was a terrific purchase.,"overall,","though,"
759,The real focus of the Bible is the story of humans and their response to God.,"it was normal human beings and their religious systems that crucified christ, not those who were demon possessed.",moreover,"in the end,"
1982,She was only thirty-six.,she was depleted both physically and emotionally.,"clearly,","though,"
4676,"You're technically right, but hey, people are calling these toys drones so we'll go with that too if you don't mind.","the anura pocket drone packs a tiny low-res camera, is slightly larger than an iphone, and can fly for up to 16 minutes on a charge.","so,","anyway,"
6123,"Taken individually, computer-related task automation has provided significant advancements in human activity and production.",such automation of tasks has dramatically changed the standard of human living in a relatively short span of years.,"in sum,","however,"
3254,I haven't bothered going back to the doctor yet.,"i think you're right, not your mom!","obviously,","though,"
2274,Taken together with his work on design and upon the 'resolution of intractable policy controversies' via 'frame reflection' this is a remarkable catalogue of achievements.,it is difficult to find a sustained exploration of his contribution as a whole.,"interestingly,","though,"
974,"Moreover, for example, the tension displaying unit may represent and display the tension as a virtual rubber cord or spring.","the tension displaying unit may display the tension, between the third base-point-content position and the first base-point-content position.",moreover,for example
3031,But when we texted the e-concierge to ask about nearby lunch options it took more than half an hour to get a response.,our text concierge helped make a complicated dinner reservation without a hitch.,"later,","however,"
749,"""We'd been servicing Van Meter, because the line went right to the front gate,"" he said.",the city of miami was not included.,"previously,","however,"
3727,"when i say that you don't need to know calculus to recognize arithmetic errors, i'm presenting my own argument, not describing someone else's.",this isn't a straw man fallacy.,"clearly,","then,"
4821,But the child has really changed things.,it hasn't totally sunk in.,"clearly,","though,"
1025,"The poverty of his boyhood was real, as was the almost accidental decision to pursue a military career, against the wishes of his family, especially his pacifist mother.",family had largely ceased to matter for ike.,by then,"however,"
4289,"Quinto is the stylish upstart, all smooth and sleek in his new Audi, while Nimoy struggles with the supposed shortcomings of his Mercedes-Benz.",it's nimoy who emerges the victor in their friendly wager.,"in the end,","however,"
1472,"'s conviction, Respondent filed a timely notice of appeal on November 15, 2005.",he failed to timely docket the appeal.,"thereafter,","however,"
1519,"Generally, the reaction in (a) can be carried out in any appropriate way.",it can be carried out in a batch reactor or in at least one semi-continuously operated reactor or in at least one continuously operated reactor.,"thus,",for example
5895,Whether all of this was some grand Federation rouse seems unlikely.,many questions about the nature of your experience remain unanswered.,and,"yet,"
1974,"He was funny, attractive, hardworking, charming, and tended to say ""all the right things"".",i figured out his words were just that....his negative actions and lack of follow through spoke louder than his words.,"yet,","eventually,"
661,One might see some glaring weaknesses in how the movement is pursuing what it is all about.,in its very spirit the movement must be about what is most important-what is undeniably essential.,"ultimately,","however,"
1035,The ARB's scoping plan confirms this rosy view.,several highly credible authorities have emerged to shred these claims.,"now,","however,"
4089,"The client-server model tried to intelligently balance the capabilities of intelligent local machines and the time-sharing model of centralized computing, storage and data manipulation.",many systems failed due to an inability to scale - transaction queuing and synchronization complexity proved too daunting.,"ultimately,","though,"
1297,"A year, maybe.","on aug. 25, 2011, he found himself hopping on a friend's twin-engine plane to make it to birmingham in time for surgery.",but,"instead,"
6211,They say that because they want to set their own conditions.,the lord has a very big condition: repentance.,"in fact,","though,"
6145,"During the early phase of an individual's drug experimentation, neurotransmission normalizes as intoxication wears off and the substance leaves the brain.",drugs wreak changes in cellular structure and function that lead to long-lasting or permanent neurotransmission abnormalities.,"eventually,","however,"
1928,And everyone starts to know (or care) who is in the Hall.,"this is a huge win...we no longer have the tedious ""first year"" debate.","plus,",and
4166,A quick check confirms that Blade Runner won an Academy Award for art direction - an honor well deserved!,it's the visceral response of my 30-years-younger self to the story that i keep circling back to.,"in the end,","though,"
1136,"The rain would go away, I told myself.","mother nature had heard my thought, it began to rain harder until it was pouring.","then,",as if
3177,"First, he saved her life in the Pit.",he got her out of crane's clutches.,"then,","later,"
19,"But don't think too much about that as yet, because it's apparently another vaps idea still in development.","the pm's bill is a miniscule aspect of constitutional reform, tailored to suit narrow unc interest.","in sum,","however,"
608,I was suddenly single and without much hope of finding a date.,natural desires took over.,"eventually,","however,"
3444,"For each of three years in 1995-97, Justice had a higher batting average than Jeter did.",jeter had the highest batting average.,"yet,","overall,"
6238,"The deadline given for both adds to the urgency of the story, but that felt a bit like an artificial device added by the author for that very reason.",sansom has created a great character in matthew shardlake and surrounded him with a few other characters that are more complex than meets the eye.,"overall,","though,"
4654,It makes you focus on your OWN project list and knock things off each day!,my own sweet boy got some embroidered play clothes just for him!,"so,","finally,"
5844,"That extends to the conditioning test, which both Garrett and Jones said is only ever performed at the discretion of the player involved.",few specifics were provided.,"again,","though,"
2156,"Jansen initially told reporters sex between his client and the alleged victim last December was ""absolutely"" consensual.",he backed off the statement.,"later,","however,"
3269,"at notre dame, they were borderline heresy.",all were checked off.,"eventually,","though,"
5924,HAL's discussion of its origins comes when Bowman shuts it down by removing various hardware modules from HAL's large central core (microprocessors were still on the horizon).,it turned out hal wasn't dead.,"ultimately,","though,"
1635,"5a and 5b, but in which additional electrodes are provided.",referring now to fig.,"specifically,",and
3195,"When kids are little, job #1 for a parent is to provide protection.",that gives way to preparing kids to make their own decisions.,"eventually,","however,"
3532,"It also used to play recent episodes of shows that were currently airing, (but only for a limited time).","what a person could watch for free through hulu dramatically shrunk, which was disappointing.","eventually,","though,"
4779,"She was 5-foot-2, 105 pounds, wearing a miniskirt and a halter top with a bare midriff.",there you go.,"now,","again,"
3118,"Since it would involve a rejection of Jesus as their Messiah and Savior, such a return would cause them to lose their salvation.","of our interpretation of the one verse, 12:15, the message of the entire letter utterly destroys the false doctrine of ""once saved, always saved.""","regardless,","then,"
3145,"This is just the beginning though, we still need to do some look & feel tweaking to make sure Alloy Editor is perfectly integrated.","i kept the best for last, the new forms application has had many important improvements.","finally,",and
6390,"(fill in the blank for your religion of choice) dooms one to an ignoble fate,.",the _belief_ that one has an ignoble fate.,"or,","rather,"
5992,Photographers who are precise in their framing will notice a difference between the 5D and the 1Ds or 1Ds MkII.,i find the large and bright finder view of the 5d to be much better to work with than those found on most other dslrs.,"otherwise,","though,"
3893,"On the right side of the page there are eight o the most camcorders with a picture, the name, and price of each in relatively small boxes.",you may only be looking for a camcorder in a particular price range.,alternatively,for instance
3190,"After co-captive Royce Williams tries to escape and gets killed, spraying Lafayette with blood in the process, he wisely decides to stay put for the time being.",he makes a run for it and gets shot.,"eventually,","though,"
5018,"It's easy to begin creating content by re-using old blog posts or newsletters in smaller chunks, and over time organizations can grow their content libraries.",companies are going to need to come up with new and compelling content to fuel future sales and marketing campaigns.,"eventually,","however,"
2770,Some single graces he gives must be paired with other graces he gives in order to bring about the goal.,the jews addressed in acts 7 received one grace-the motions of the holy spirit-but not the grace of corresponding with those motions.,"thus,",for example
3334,"Veteran reporter Moussa Kaka, who has been reporting on Islamist militants in Mali, said he relies on his extensive experience as a reporter to keep himself safe and circumvent limitations.","""you must establish total trust"" with your subjects, he said.","ultimately,","however,"
2855,The V6 and non-Firehawk Trans Ams are available with either a manual or automatic transmission (Firehawks have a mandatory six-speed manual).,"trans am buyers who prefer an automatic can still get a performance package (performance tires, 3.23 axle ratio and more).","interestingly,","though,"
5563,I do think that Alpert and Abbadon represent opposing forces (good v.evil?),want locke for different reasons.,however,and
2649,I can't seem to find an Xbox wireless adapter cheaper than $77.,"the monthly charge for xbox live, i'm thinking about going for the ps3.",because of that,and
5297,Firstly the administration does not actually have a policy of introducing a congestion charge.,labour can either claim that consistency should apply in which case they should be consistent.,furthermore,"however,"
2690,"I like your analysis a lot, and it doesn't differ much from mine.",i critique the value and purpose of distinguishing between aesthetic and non-aesthetic (or less-aesthetic) works as a fundamentally politicized and therefore suspect undertaking.,"ultimately,","however,"
3721,"It's average as the script contains some moments that are, well...corny.",it's done well from a sound standpoint.,"overall,","though,"
5997,"Generally speaking, families with the least amount of time and money have the fewest realistic options.",parents who do have options quite often exercise them.,"interestingly,","however,"
2397,This paper summarizes the empirical and theoretical research on executive compensation and provides a comprehensive and up-to-date description of pay practices (and trends in pay practices) for chief executive officers (CEOs).,there are feedback processes that cause an emphasis in pay and extrinsic incentives to create attitudes and behavior that make....,"again,","however,"
503,Texas' top two running backs and more than half of its top-shelf wide receivers are not expected to meet NCAA requirements necessary to enroll at major colleges.,state top 100 lists of the state's premier recruits might also make good reference materials two years from now.,"hence,",and
5060,"But if the international support is not adhered to, then we must have the courage and determination to take action.",all those expressions of international will are going to count for nothing.,"otherwise,","in the end,"
2797,"While she was chatty at times, Inkster was steely intense at others, stomping her feet and tapping the shaft of her putter against the brim of her hat to show frustration.",her round was much more satisfying than those of her playing partners.,"ultimately,","though,"
3692,"Like its predecessor, Onomastica 2, the puzzle platformer/interactive art piece by mif2000, takes place in a world where words and objects are interchangeable.","like the original, it is whimsical, clever, and over way too quickly.",and,"also,"
4200,The trend in the U.S. federal courts of late has been to defer broadly to the Government's authority in this realm.,"whether or not there is extensive judicial oversight, the united states must conform its actions with the international laws of war.","ultimately,","however,"
4325,"But Bolick says if he fails in the courts he is ""certain"" that it is only a ""matter of a year or two"" before a repeal referendum will emerge.",it may be too late for the opponents of a public funding system that seems every day more entrenched in the state's political culture.,by then,"though,"
5165,No triumph awaited him.,"he had returned from the sea with enough money to see his way clear to finishing the book, and once ashore, he kept at it.","fortunately,","however,"
1050,"The square gradient is unfortunate because it's completely gratuitous, like an asterisk at the end of a word, except there is no footnote.",there is no there there.,"or,",in other words
1949,so i think what you are saying is relativistic mass has energy and energy has relativistic mass.,"the way peterdonis explained it, since relativistic mass is just total energy, we are saying that total energy has energy and energy has total energy.","or,",in other words
3882,"There are, therefore, black truths, white truths, rich truths, poor truths, male truths, female truths.","since men do not get pregnant, they cannot morally judge abortion.",accordingly,for example
4226,"With victory not yet secured here as the current score is 18-8, you still don't sense that they'll have too much trouble crossing the finish line.","with strong leads in poison rome, france 1789, archipelago, and the world 2.1 tiebreaker (among others), the victory should soon be wrapped up.",and,"indeed,"
1965,aisc has no standardized.,it is intended to provide additional information.,"meaning,",accordingly
3790,In a previous post I discussed how every prime up to 43 was used to factor numbers in the gap of 33 composites between 1327 and 1361.,what we have is a gap as large as is potentially possible ie.,"clearly,","then,"
5947,"I'll say it again, I love it.","i can walk at about 2.5 mph while doing general computer work, and can talk on the phone while walking at around 2.0 mph.","now,","however,"
5121,Who wouldn't like better foreknowledge of earthquakes or disease outbreaks?,it might be worth remembering that controlling our lives and living a good life are not necessarily the same thing.,"yet,",at the same time
3178,They need healthy people to pay more to make it all work.,they'll need to charge more for obamacare-compliant policies in the future.,"or,",alternatively
3054,"Discovered in 1898, Phoebe measures just 137 miles across, orbits Saturn at a distance of nine million miles and circles the planet in the opposite direction from its other moons.","the tilt of its orbit, scientists believe phoebe may be a captured asteroid or a kuiper belt object left over from the birth of the solar system.",because of that,and
4721,"6,163,904, the contents of which are incorporated herein by reference.",the resting device 12 can have another design.,alternatively,for example
3614,The room brightened.,there was also an increase in the volume of noise going through my head.,simultaneously,"though,"
3347,"People needed amenities, needed attention of various kinds, and I had nothing.","there i was in dachau and i felt i had to do something, and so i entered the barracks and stood there, terribly disturbed.",but,nevertheless
531,"In domestic violence situations, no work plan (or personal development plan) needs to be in-place, and DV can be up to 20% of the case load.","i didn't say anything about ""welfare queens"".","indeed,",but
3930,An EU fact-finding mission returned from Turkey in September and concluded that Ankara is seriously pursuing its policy of zero tolerance on torture.,"the mission reported that ""numerous cases"" of torture and ill treatment of detainees still occur.","again,","however,"
1997,"So, tried to draw something myself (hand, no computer), and managed to create a couple of sketches.","i've largely forgotten the art (wasn't really good at it, to be honest) and moved on to other hobbies.","yet,",since then
2519,"[pdf] find...""that errors in decision-making [not speculation] are a primary source of bubbles.""",bubbles form when someone guesses high (makes a mistake) and someone follows.,"in sum,","then,"
5356,"Not being responsive may lead to the blocking of the semi-bot account, for which the blocking admin should leave a note on the contact page for the semi-bot.","this is preferred where possible, the semi-bot software is temporarily disabled for that account, equally with an appropriate note to the semi-bot operator.",alternatively,and
5272,"To me, a ""beater"" is a bike whose owner is comfortable seeing it develop corrosion and wear at a significantly faster rate over the winter than in other months.",a bike that you simply don't care about keeping in pristine condition.,"or,",in other words
4526,"Private Actions are also possible, where you hit a button before you go into a town, and your party splits up to explore the town individually.",it just ends up as a way to have even more people to talk to in town.,"in the end,","though,"
3845,"in other embodiments, no x adsorber 18 may also be omitted.","additional exhaust treatment device (s) (e.g., no x adsorber (s), scr catalyst (s), and/or the like) may be added to the system.",conversely,for example
1031,Ansible and Salt were substantially outperformed by both Chef and Puppet.,puppet dominated not only the two newer projects but chef as well.,"interestingly,","however,"
716,"The Terrapins went 9 for 27 from the floor over the final 20 minutes, going 0 for 10 from beyond the arc.",maryland got back on track following a humbling loss at michigan state on saturday.,"in the end,","however,"
5255,"Also, it is no longer possible for RUL to maintain archival paper copies for networked databases.","of the recent addition of the inspec database, we will be cancelling our paper subscriptions to physics abstracts, electrical and electronics abstracts and computer and control abstracts.",therefore,as a result
188,"with camacho in charge, who knows?","it's all up to adu, who has handled all the hype and criticism aimed at him with notable aplomb.","ultimately,","though,"
5053,And now he was a chicken farmer.,"some other reasons i won't go into, the marriage was in trouble.",because of that,and
1203,You can't continue to do that.,i criticized some of my republican friends.,consequently,and
1908,"That way, she can pelt Mike with small pebbles whenever she feels like it.",i think this actually reflects how lucy and mike became friends.,"still,","though,"
1495,"And they filled this ball with clay, and set it out to dry.",one could not tell the difference between it and a shot.,afterward,"as a result,"
2046,"Differences in maturation rates between Neanderthals and modern humans could have resulted in developmental incompatibilities for hybrid offspring, limiting or even preventing reproductive success between the two groups.",recent studies of fossil evidence have yielded much new information about neanderthals.,"in sum,","then,"
1945,"first, there's no way you can predict how a team will do by the outcome of their opening day game.","you can't predict a season by how a team plays in their first game, regardless of outcome.","or,","rather,"
2961,"Without a good unit of account, it is impossible to make meaningful accounting calculations or to write contracts.",an unsound currency prevents important elements of a market economy from working.,"in sum,","then,"
5853,"i realize that nothing on the cover says ""learning & development"" exactly, but the mission of the title goes right to the heart of the whole purpose of l & d.",this is one of the best accessible books out there that translates the science of expertise and skill development into compulsively readable material:.,"specifically,","though,"
5418,"Finally, there was the promise that Obama wouldn't compromise with Republicans on the extension of tax cuts for the wealthy - and he caved on that, too.",president barack hussein obama is a man entirely devoid of principles.,"in short,","then,"
3194,"They should be able to withstand the following, somewhat paradoxical test: if this piece of information became public, could you credibly explain why it should not have become public?",there is absolutely no good defence for keeping secret the american helicopter gunship video.,"thus,",for example
5822,"It was 20 years before an American rocker walked this ground again, when roots avatar Bruce Springsteen released his sparse album Nebraska.","irony had invaded our consciousness like rust; we knew too much about outlaws and myths, so that only the sadness remained.",by then,"however,"
2622,"Ten years ago, this would have been a cue for much hand-wringing over the red-headed-stepchild status of classical music in American culture.",i think it says more about the internet's inexorable pressure on bricks-and-mortar corporate balance sheets than anything.,"now,","though,"
324,"As a Catholic homeschooling mother of two, I feel it is important to acknowledge that Catholic homeschooling families can come in all shapes and sizes.","""stories for the homeschool heart"" is a great gift to the catholic homeschooling community and i thank armstrong and thomas for bringing it to fruition.","overall,","however,"
101,"The plan is very much worth it, you get tons of food at every meal.","let's be honest, without that, most people wouldn't spend that much at disney.",because of that,and
5946,An alternative would be to develop a hook to distinguish between security/critical updates (could be displayed with an orange/red badge) and non-critical updates (could be displayed with a grey).,"plugin updates should never really be 'critical', and if that's the case a sole grey colour would in terms of ux be more semantic.","although,","obviously,"
5318,"They are also joined together by a common methodology: dialogue, storytelling and attentive listening.",this blog is about restorative justice and restorative photography or research.,"overall,","then,"
2462,reveals a difficult life lesson that i imagine helped create the humorist we know today.,i think sedaris' stories are better told by the man himself.,"though,","in the end,"
1911,"Prevention is the best thing, then you have nothing to correct.",simply don't allow your horse in your space.,"so,",in other words
985,"Myles Carter, another up-and-coming recruit with interest from Division I programs, added four points and 10 rebounds while Scott Kingsley chipped in 10 points.",it was clear that the mustangs were powered by law.,"in the end,","though,"
3773,"That there aren't three divine beings, but just three modes of one being - the same thing in different form or manifestation.",that there is just one mode of three beings - different beings unified in thought and action.,"or,",conversely
1122,"Alternatively, the first power level may be about 200 W or less.",the first power level may be about 100 w or less.,alternatively,"yet,"
3870,There was a little too much sturm and drang in the vocal performance for my taste.,the singer's repertoire didn't quite make sense in the context; lighter cabaret fare would have worked better.,"or,","rather,"
5380,Surely he'll be prodded about whether or not he's figured it out in the days ahead.,the thompson camp is very pleased with the appearance.,"overall,","though,"
4254,"Gai has a few sponsors on board for the trip, and Dave McClure and Foundry Group's Brad Feld are also lending their support.",his approach to world startup report is diy.,"overall,","however,"
1740,"By recording medium of an image recording installation, the screen of an oscillograph tube is particularly to be understood.",significant information is lost which could contribute to a better image interpretation.,"thereby,","however,"
3586,It is a consistent historical pattern of colonization.,we have to understand how the debate was shaped in previous years.,but,"still,"
1525,A spokeswoman for Amazon did not immediately reply to a request for comment.,amazon is also trying to remove barriers to using hosted cloud computing.,"separately,","however,"
5044,omission.,the question is reduced simply to whether verses 9-20 are to be included or excluded as genuine.,"ultimately,",therefore
2228,I pulled out my umbrella that I had been dying to use and we went with it!,"the weather cleared up before the end of the night, and we got some beautiful shots of the sunset.","luckily,","though,"
3986,Raising the wage rate can only increase how much people are paid if there is more money to pay those wages.,increased wage rate will simply cause people to be dismissed.,"otherwise,",and
1428,excuse me truncating this fight but here we have the most obviously altered character in what appears to be john stewart in a different costume.,i'm thinking alternate worlds.,"again,","though,"
4924,"2b, the initial adjustment procedure is repeated.","the new servo-reference level appears to deviate from the preceding one, which deviation is effected by (patho-) physiological causes.","thereby,","however,"
1034,"I said ""yes! """,i still nag him all the time that he never actually proposed!,"anyway,",but
834,NTS can take advantage of local packet radio bulletin boards for their ability in buttressing Local and Section NTS Nets and getting channels closer to traffic origination and destination points.,"the concern is that traffic might end up in a ""black hole.""","again,","however,"
3629,"To illustrate, fingerprinting in Japan isn't about controlling foreigners, it is a new security initiative that many countries are implementing or will soon.","this is especially difficult for you, don't make it personal.","third,",and
1978,"while this was misguided, tax revenues were booming (in part because of genuine growth and in part because of the bubble) and it seemed like bigger government was a free lunch.",the house of cards collapsed.,"eventually,","however,"
3455,"Some scholars explicitly refer to general modernization theory as well as non-Marxist world-system theory, others don't.",there is a common understanding that ecological modernization will have to result in innovative structural change.,"ultimately,","however,"
5671,"He and co-pilot Mark Heubel were in radio contact with the rescue boats, which were communicating with someone on board the victims vessel.",we had spotted the right boat a 24-foot pleasure craft tethered to another.,by then,"however,"
2813,This is intentional Bad! Fic.,that i'm writing this as a parody.,"meaning,","in short,"
5063,"They can't open a movie on their own anymore, and even together it's a gamble.","that the ""why pay brad pitt $20 million when you get hemsworth for $5 million"" has been a true theme as long as there has been movies.","meaning,","basically,"
5097,"The memo also clarifies which ICE officers can exercise prosecutorial discretion, increasing the probability that prosecutorial discretion will be exercised before an individual's case reaches immigration court.",each case will continue to be decided individually on the basis of all available information.,"ultimately,","however,"
5546,"Ivan was entranced by the maths - and, later, showed that he had learned the method, too: rigorous scientific thinking through the lens of art and storytelling.",the hungarian fascists had invaded.,by then,"though,"
1041,"If really pushed on the matter, blame mysterious, nameless ""others"" for keeping the documents secret.",insist that acta won't change any laws.,"then,","finally,"
167,"They also had an orange one and a pearlized gold dragon, both holding blue d20s.",i had to go with this one: a black mica dragon with a red scarab d20.,"ultimately,","though,"
3826,"I didn't know what to say--after all, it wasn't like I could just reply, ""Sorry you didn't get laid this weekend, Mom. ""","i gave a shrug and said, ""i reckon i'll go to bed--i got school tomorrow. ""","so,","instead,"
2548,My little one is 9 mo.,my husband and i have been trying to get pregnant with our second one for 4 months now.,"now,",but
6435,"from commerce's perspective, the vote on independence unnecessarily introduces both these factors.","that's life, and businesses as well as individuals have to cope as best they can.","in the end,","though,"
464,"Turns out, the ease of use issue was one of the barriers, but it wasn't the only one.","some of those other barriers seem to be falling now, due mostly to the new realities of software-as-a-service and mobile computing.","interestingly,","though,"
4357,She threatened to denounce Soman but was advised against it.,soman was discovered to have invented data and patients and left the country.,"eventually,","however,"
2812,Now let's see what the doctor says.,"while waiting for my next checkup, i've been trying to keep hot-and-spicy dishes as a regular, healthy part of my diet.","meantime,","though,"
3829,"it is likely that the very commonplace nature of these objects, as well as the gender bias of the chroniclers, rendered them all but invisible.",the culinary habits and subsistence practices of andean peoples were apparently of more interest.,"fortunately,","however,"
1285,He can't resist the bad boy!,"we get the physical description of our antihero we should normally have had at the outset, in a less backward-style novel:.","then,","finally,"
