"File Number","Explicit Connective","Arg1 Complete","Arg2 Complete","Explicit Sense1","Explicit Sense2"
"wsj_2041","and","Analysts say the opposition will struggle this week to unite,","its success will be clear only when it announces its final list of parliamentary candidates.","Expansion.Conjunction",""
"wsj_2041","when","Analysts say the opposition will struggle this week to unite, and its success will be clear","it announces its final list of parliamentary candidates.","Temporal.Asynchronous.Succession","Contingency.Cause.Reason"
"wsj_2041","but","The arms-kickback scandal is likely to be one of the big talking points in the campaign,","it's unclear how it is viewed by average Indian voters.","Comparison.Concession.Arg2-as-denier",""
"wsj_2041","and","The contract was negotiated by the countries' two prime ministers,","was supposed to be free of commissions or agents' costs.","Expansion.Conjunction",""
"wsj_2041","but","The scandal has faded and flared,","recent disclosures propelled it back onto the front pages, and that has helped galvanize the opposition, which last week blocked passage of two constitutional amendment bills.","Comparison.Concession.Arg2-as-denier",""
"wsj_2041","and","The scandal has faded and flared, but recent disclosures propelled it back onto the front pages,","that has helped galvanize the opposition, which last week blocked passage of two constitutional amendment bills.","Expansion.Conjunction",""
"wsj_2041","and","His term has produced no spectacular failures in politics, in the economy or on the military front,","has chalked up some successes.","Expansion.Conjunction",""
"wsj_2041","because","Bofors says it can't disclose the names of the middlemen","it would jeopardize industrial confidentiality.","Contingency.Cause.Reason",""
"wsj_2042","and","The partnerships said they may seek board representation,","they may seek the support of CACI's board and other major shareholders in connection with their plans.","Expansion.Conjunction",""
"wsj_2042","and","According to the filing, Parsow and Elkhorn are based in Elkhorn, Neb.,","are controlled by the same general partner, Alan S. Parsow.","Expansion.Conjunction",""
"wsj_2043","as","The inverse trading relationship between bonds and stocks was interrupted yesterday","bonds fell despite a modest decline in stock prices.","Temporal.Synchronous","Contingency.Cause.Reason"
"wsj_2043","as","In early trading, investors were bidding bond prices higher","stocks tumbled and fears mounted that Friday's stock market debacle would be repeated.","Temporal.Synchronous","Contingency.Cause.Reason"
"wsj_2043","and","In early trading, investors were bidding bond prices higher as stocks tumbled","fears mounted that Friday's stock market debacle would be repeated.","Expansion.Conjunction",""
"wsj_2043","by","Fed officials injected more cash into the banking system","arranging $1.5 billion of repurchase agreements during the usual pre-noon intervention period.","Expansion.Manner.Arg2-as-manner",""
"wsj_2043","and","The move was meant to keep a lid on interest rates","to boost investor confidence.","Expansion.Conjunction",""
"wsj_2043","but","It ended at about 8 11/16% yesterday,","was as low as 8 1/2% Monday.","Comparison.Contrast",""
"wsj_2043","while","The Treasury's benchmark 30-year bond fell more than 1/2 point, or over $5 for each $1,000 face amount,","the yield moved above 8% for the first time since Thursday.","Temporal.Synchronous","Comparison.Contrast"
"wsj_2043","after","But most junk bonds closed unchanged","opening slightly higher on bargain-hunting by institutional investors.","Temporal.Asynchronous.Succession",""
"wsj_2043","by","""Underwriters of the TVA bonds reduced their market risk","selling Treasurys to cover at least part of their {TVA} holdings,"" said James R. Capra, a senior vice president at Shearson Lehman Government Securities Inc.","Contingency.Purpose.Arg1-as-goal","Expansion.Manner.Arg2-as-manner"
"wsj_2043","and","Today the Treasury will announce the size of its next two-year note sale","Resolution Funding Corp. will announce details of its first bond offering.","Expansion.Conjunction",""
"wsj_2043","and","Some traders estimate $9.75 billion of new two-year Treasurys will be sold next week,","they expect Refcorp to offer $4 billion to $6 billion of long-term ""bailout"" bonds.","Expansion.Conjunction",""
"wsj_2043","while","Investment-grade corporate bonds ended 1/4 to 1/2 point lower,","most junk bonds ended unchanged.","Temporal.Synchronous","Comparison.Contrast"
"wsj_2043","as","The derivative mortgage-backed market revived after a brief hiatus","two new Remics totaling $850 million were offered and talk circulated about two more issues that could be priced today.","Temporal.Synchronous","Contingency.Cause.Reason"
"wsj_2043","and","The derivative mortgage-backed market revived after a brief hiatus as two new Remics totaling $850 million were offered","talk circulated about two more issues that could be priced today.","Expansion.Conjunction",""
"wsj_2043","when","Dealers noted that it's difficult to structure new Remics","prices are moving widely.","Contingency.Condition.Arg2-as-cond",""
"wsj_2043","and","Ginnie Mae 9% securities for November delivery ended at 97 29/32, down 7/32; 9 1/2% securities at 99 31/32, down 6/32;","10% securities at 101 29/32, down 5/32.","Expansion.Conjunction",""
"wsj_2043","as","The Ginnie Mae 9% issue was yielding 9.43% to a 12-year average life assumption,","the spread above the Treasury 10-year note held at 1.42 percentage points.","Temporal.Synchronous","Contingency.Cause.Reason"
"wsj_2043","as","Confusion over the near-term trend for rates dominated the municipal arena,","gyrations in the stock market continued to buffet bonds.","Temporal.Synchronous","Contingency.Cause.Reason"
"wsj_2043","then","West German government bond prices took a wild roller-coaster ride, pulled down by Monday's U.S. stock market gains","up by a wider-than-expected U.S. trade deficit and falling U.S. stock prices.","Temporal.Asynchronous.Precedence",""
"wsj_2044","and","A House-Senate conference approved an estimated $67 billion fiscal 1990 spending bill that provides a 28% increase for space research and development","incorporates far-reaching provisions affecting the federal mortgage market.","Expansion.Conjunction",""
"wsj_2044","and","By an 11-2 margin, Senate negotiators voted to preserve the 235 mortgage refinancing plan,","despite powerful allies, the opposition found itself undercut by an unusual alliance of liberals and conservatives.","Expansion.Conjunction",""
"wsj_2044","and","The government currently is subsidizing an estimated 23,000 loans above 11% under the 235 program,","however disruptive to private investors, the refinancing is expected to yield at least $15 million in savings in fiscal 1990.","Expansion.Conjunction",""
"wsj_2044","and","This sum has been guarded jealously by appropriators anxious to offset spending elsewhere,","conservative Sen. Phil Gramm cast the fight as a populist stand against monied interests.","Expansion.Conjunction",""
"wsj_2044","as","The action came","the administration won final congressional approval of $9 million in assistance for elections scheduled in Nicaragua in February.","Temporal.Synchronous",""
"wsj_2044","but","The bulk of the money would be funneled through the National Endowment for Democracy,","the legislation is so vaguely written that it has been dogged by questions regarding the money's true purpose and its ultimate destination.","Comparison.Concession.Arg2-as-denier",""
"wsj_2044","but","The Senate had refused late Friday to invoke cloture and limit debate,","behind the bipartisan leadership, a solid majority took shape yesterday and brushed aside amendments seeking to cut the total package or steer it away from direct aid to political parties.","Comparison.Concession.Arg2-as-denier",""
"wsj_2044","or","The Senate had refused late Friday to invoke cloture and limit debate, but behind the bipartisan leadership, a solid majority took shape yesterday and brushed aside amendments seeking to cut the total package","steer it away from direct aid to political parties.","Expansion.Disjunction",""
"wsj_2044","but","Final approval -- on a 64-35 roll call -- was never in doubt,","the opposition drew an unusual mix of senators, including Republicans Jesse Helms and Warren Rudman and Democrats Bill Bradley and John Glenn.","Comparison.Concession.Arg2-as-denier",""
"wsj_2044","but","The money will be applied for voter registration and election monitoring,","more than half is likely to go to the Union Nacional Opositora party.","Comparison.Concession.Arg2-as-denier",""
"wsj_2044","and","Critics warned such cash contributions may only undercut the opposition party's standing,","one irony is that under Nicaraguan law a major portion of the opposition party's funds must be shared with the government's Supreme Electoral Council.","Expansion.Conjunction",""
"wsj_2044","and","Within the appropriations conference yesterday, the $67 billion measure is the second largest of the annual domestic spending bills","covers a disparate collection of accounts for science, housing, veterans and the environment.","Expansion.Conjunction",""
"wsj_2044","and","These costs will complicate the budget picture in fiscal 1991,","the measure further commits Congress to a set of costly projects, including the first construction funds for the space station.","Expansion.Conjunction",""
"wsj_2044","and","The station is promised $1.8 billion within the $5.36 billion provided for research and development in the National Aeronautics and Space Administration,","the nation's high-speed aerospace plane -- cut by the Senate -- could receive as much as $60 million in new funds or transfers.","Expansion.Conjunction",""
"wsj_2044","with","Among major domestic agencies, the Environmental Protection Agency stands to receive increases significantly beyond those sought by the administration,","pollution abatement and control accounts growing by 14% to about $829.9 million.","Expansion.Level-of-detail.Arg2-as-detail",""
"wsj_2044","and","An estimated $1.57 billion is separately allocated for the National Science Foundation,","within the Housing and Urban Development Department, more than $9.2 billion is provided for federally assisted housing, including an expanded effort to modernize public housing units that serve the poorest families.","Expansion.Conjunction",""
"wsj_2044","as","Yesterday's conference agreement is the second major bill to emerge from negotiations this week,","appropriators approved a fiscal 1990 transportation bill late Monday that includes a sweeping ban on smoking on most domestic airline flights.","Contingency.Cause.Reason",""
"wsj_2044","but","An exemption will remain for flights longer than six hours to Hawaii and Alaska,","estimates by the tobacco industry yesterday indicate all but about 30 flights would be covered.","Comparison.Concession.Arg2-as-denier",""
"wsj_2044","after","Separately, a third conference report covering an $18.4 billion Treasury and Postal Service bill was sent to the Senate","passing the House on a 383-30 roll call yesterday.","Temporal.Asynchronous.Succession","Contingency.Cause.Reason"
"wsj_2045","because","Markets usually get noticed","they soar or plunge.","Contingency.Cause.Reason",""
"wsj_2045","but","Gold tried to rally on Monday","ran into the same situation that has subdued gold prices for more than a year: selling by gold producers, who want to fix the highest possible price for their gold.","Comparison.Concession.Arg2-as-denier",""
"wsj_2045","and","""December delivery gold is trading in a range of $365 to $375 {an ounce}","is having difficulty breaking out above that,"" Mr. Savaiko said.","Expansion.Conjunction",""
"wsj_2045","because","Also, Mr. Savaiko noted, stock market investors seeking greater safety are veering toward buying bonds rather than precious metals","""we are tending more toward a disinflationary economy that doesn't make gold and precious metals attractive.""","Contingency.Cause.Reason",""
"wsj_2045","after","""They still bear the memory of October 1987, when they bought gold","the stock market crashed and ended up losing money because gold prices subsequently fell,"" Mr. Nichols said.","Temporal.Asynchronous.Succession",""
"wsj_2045","and","""They still bear the memory of October 1987, when they bought gold after the stock market crashed","ended up losing money because gold prices subsequently fell,"" Mr. Nichols said.","Expansion.Conjunction",""
"wsj_2045","because","""They still bear the memory of October 1987, when they bought gold after the stock market crashed and ended up losing money","gold prices subsequently fell,"" Mr. Nichols said.","Contingency.Cause.Reason",""
"wsj_2045","and","At the moment gold traders aren't concerned about inflation, he said,","as for the dollar, ""gold's association with the currency has been diminishing recently so drops in the currency aren't having much impact on gold.""","Expansion.Conjunction",""
"wsj_2045","so","At the moment gold traders aren't concerned about inflation, he said, and as for the dollar, ""gold's association with the currency has been diminishing recently","drops in the currency aren't having much impact on gold.""","Contingency.Cause.Result",""
"wsj_2045","because","Dinsa Mehta, chief bullion trader for Chase Manhattan Bank, said: ""There is little incentive on the part of traders to sell gold","the stock market may go lower and gold may retain some of its `flight to safety' quality.","Contingency.Cause.Reason",""
"wsj_2045","because","There is little incentive to buy gold","if the stock market goes higher, it may be just a false alarm.","Contingency.Cause.Reason",""
"wsj_2045","but","""I don't know what it means over the long run,","for the short term, it appears that gold producers are grateful for the $10 or so that gold has risen over the past week or so,"" he said.","Comparison.Contrast",""
"wsj_2045","before","Previously, he noted, gold producers tended to back off from a rising gold market, letting prices rise as much as possible","selling.","Temporal.Asynchronous.Precedence",""
"wsj_2045","so","""The dollar hasn't reacted much to it,","gold hasn't either,"" he said.","Contingency.Cause.Result",""
"wsj_2045","as","Crude oil prices rose slightly in lackluster activity","traders in the pits tried to assess action in the stock market.","Temporal.Synchronous","Contingency.Cause.Reason"
"wsj_2045","as","When traders become confident that the stock market has stabilized, oil prices are expected to rise","supply and demand fundamentals once again become the major consideration.","Temporal.Synchronous","Contingency.Cause.Reason"
"wsj_2045","and","""Japan is perceived as a wealthy nation that can turn elsewhere in the world market","buy the sugar,"" the analyst said.","Contingency.Purpose.Arg2-as-goal",""
"wsj_2045","but","The March futures contract traded as high as 14.24 cents,","couldn't sustain the advance,"" he said.","Comparison.Concession.Arg2-as-denier",""
"wsj_2045","as","The prices of cattle, hogs and pork belly futures contracts rebounded","livestock traders shook off fears that the Friday stock market plunge would chill consumer spending, which in turn would hurt retail sales of beef and pork.","Temporal.Synchronous","Contingency.Cause.Reason"
"wsj_2045","because","Traders are especially sensitive to reports of possible U.S. soybean sales","U.S. exports are lagging.","Contingency.Cause.Reason",""
"wsj_2045","while","Corn futures prices rose slightly","wheat prices settled mixed.","Temporal.Synchronous","Comparison.Contrast"
"wsj_2046","in","Moody's said it is assessing the strategies Ryder's management may follow","addressing significant challenges in some major markets.","Contingency.Purpose.Arg2-as-goal",""
"wsj_2046","and","The rating agency said it is focusing especially on the transportation service company's efforts to control costs, improve margins","enhance its competitive position in its primary business, vehicle leasing and rental.","Expansion.Conjunction",""
"wsj_2047","but","Many delegates were willing to craft a compromise,","U.S. delegate Constance Harriman and others thundered that down.","Comparison.Concession.Arg2-as-denier",""
"wsj_2048","and","""It helps us,","people feel better talking to someone who's gone through the same thing,"" an SBA official says.","Expansion.Conjunction",""
"wsj_2048","even as","HEALTH BENEFITS remain a central lobbying effort,","Section 89 fades.","Temporal.Synchronous","Comparison.Concession.Arg1-as-denier"
"wsj_2048","by","The Section 89 victory could have a downside","making it harder to oppose lawmakers on other health proposals.","Expansion.Level-of-detail.Arg2-as-detail",""
"wsj_2048","after","Sen. Lloyd Bentsen (D., Texas) was outraged","a private word to John Motley, lobbyist for the National Federation of Independent Business, resulted in a news release saying that the Senate Finance Committee chairman would recommend repeal of Section 89.","Temporal.Asynchronous.Succession","Contingency.Cause.Reason"
"wsj_2048","as","Small-business suppliers want prisons to stop getting high priority,","prison production grows with swelling inmate populations.","Temporal.Synchronous","Contingency.Cause.Reason"
"wsj_2048","because","The garage owners say they would benefit","car owners would be less likely to go back to dealers for the simpler repairs after two years.","Contingency.Cause.Reason",""
"wsj_2048","or","Some 70% of graduates who recently earned an M.B.A. degree say they'd prefer to work in","own a small company, yet most take jobs with large concerns, says a survey by the Foster McKay Group, a New York recruiting firm. . . .","Expansion.Disjunction",""
"wsj_2048","yet","Some 70% of graduates who recently earned an M.B.A. degree say they'd prefer to work in or own a small company,","most take jobs with large concerns, says a survey by the Foster McKay Group, a New York recruiting firm. . . .","Comparison.Concession.Arg2-as-denier",""
"wsj_2049","when","Mr. McKinney, 50 years old, was chairman and chief executive of American Fletcher Corp., Indianapolis,","that bank holding company merged into Banc One in January 1987.","Temporal.Synchronous",""
"wsj_2049","because","The company said Mr. McKinney plans to retire","the process of affiliating American Fletcher into Banc One ""is considered completed.""","Contingency.Cause.Reason",""
"wsj_2049","but","Mr. McKinney will continue as chairman of the board and chairman of the executive committee of Banc One Indiana Corp., the successor company to American Fletcher Corp.,","will no longer be active in day-to-day management.","Comparison.Contrast",""
"wsj_2051","and","Moody's said the proposed recaptilization may ""limit the company's ability to realize its profit potential""","that paying dividends from a new series of preferred could squeeze ""basic business operations.""","Expansion.Conjunction",""
"wsj_2052","and","Eight months after Gen. Boris Gromov walked across the bridge into the U.S.S.R., a Soviet-controlled regime remains in Kabul, the refugees sit in their camps,","the restoration of Afghan freedom seems as far off as ever.","Expansion.Conjunction",""
"wsj_2052","and","Soviet leaders said they would support their Kabul clients by all means necessary --","did.","Expansion.Conjunction",""
"wsj_2052","while","The terms of the Geneva accords leave Moscow free to provide its clients in Kabul with assistance of any kind -- including the return of Soviet ground forces --","requiring the U.S. and Pakistan to cut off aid.","Temporal.Synchronous","Comparison.Contrast"
"wsj_2052","as long as","The only fly in the Soviet ointment was the last-minute addition of a unilateral American caveat, that U.S. aid to the resistance would continue","Soviet aid to Kabul did.","Temporal.Synchronous","Contingency.Condition.Arg2-as-cond"
"wsj_2052","and","But this is not the entire Afghan army,","it is no longer Kabul's only military force.","Expansion.Conjunction",""
"wsj_2052","even as","Before his assassination in 1988, President Zia of Pakistan repeatedly stated that fresh Soviet troops were being inserted into Afghanistan","others were ostentatiously withdrawn.","Temporal.Synchronous","Comparison.Concession.Arg1-as-denier"
"wsj_2052","after","Last summer, in response to congressional criticism, the State Department and the CIA said they had resumed military aid to the resistance","it was cut off; but it is not clear how much is being sent or when it will arrive.","Temporal.Asynchronous.Succession",""
"wsj_2052","but","Last summer, in response to congressional criticism, the State Department and the CIA said they had resumed military aid to the resistance months after it was cut off;","it is not clear how much is being sent or when it will arrive.","Comparison.Concession.Arg2-as-denier",""
"wsj_2052","or","Last summer, in response to congressional criticism, the State Department and the CIA said they had resumed military aid to the resistance months after it was cut off; but it is not clear how much is being sent","when it will arrive.","Expansion.Conjunction",""
"wsj_2053","even though","And, surprisingly, little more than a whimper of protest is being heard,","Reaganauts once breathed fire supporting the Contras and the Strategic Defense Initiative.","Comparison.Concession.Arg1-as-denier",""
"wsj_2053","as","What's surprising is that there isn't more of a conservative outcry","the Bush administration lets the programs slip down the national-priority list.","Temporal.Synchronous",""
"wsj_2053","though","Above all, though, conservative Republicans who have championed both the Contras and SDI are reluctant to attack a Republican president for failing to do more --","that reluctance may be receding.","Comparison.Concession.Arg2-as-denier",""
"wsj_2053","as","""We want to complain, we want to say something about it, and we're going to","it gets worse,"" says Rep. Dan Burton, an Indiana Republican who has been a staunch Contra backer.","Temporal.Synchronous",""
"wsj_2053","because","You hate to do it","he's your father.""","Contingency.Cause.Reason",""
"wsj_2053","until","Mr. Bush has struck a deal with congressional leaders to provide nonlethal aid to the Contras","Nicaragua holds national elections next February.","Temporal.Asynchronous.Precedence",""
"wsj_2053","though","And the administration's deal with Congress gives several congressional committees the right to cut off even humanitarian aid next month,","the committees are likely to let aid continue until February.","Comparison.Concession.Arg2-as-denier",""
"wsj_2053","and","Most analysts think there's little prospect the Contras can be a significant fighting force without U.S. arms,","after the February election their future in any form will be murky at best.","Expansion.Conjunction",""
"wsj_2053","and","The administration continues to support SDI, or Star Wars,","it recently lobbied to persuade the Senate to restore some of the funds it planned to cut from the program.","Expansion.Conjunction",""
"wsj_2053","and","The House has already voted for a deep cut in funding,","in the end the program's backers will be hard pressed to head off some reduction in spending next year.","Expansion.Conjunction",""
"wsj_2053","as","And while the defense secretary is speaking out, President Bush himself hasn't launched any high-visibility campaign to drum up support,","President Reagan did.","Comparison.Similarity",""
"wsj_2053","without","The Soviets have agreed to complete a treaty cutting strategic weapons","including restrictions on space-based defenses.","Expansion.Level-of-detail.Arg2-as-detail",""
"wsj_2053","if","But the Soviets also are insisting that they will reserve the right to withdraw from the completed strategic-arms treaty later on","the U.S. does SDI testing or deployment that the Soviets think violates the existing anti-ballistic-missile treaty.","Contingency.Condition.Arg2-as-cond",""
"wsj_2053","because","Still, proponents may be shying away from more drumbeating","they sense political tides have turned against arming the Nicaraguan rebels or boosting spending on SDI -- particularly when the public perceives the Soviet threat is declining under Mikhail Gorbachev.","Contingency.Cause.Reason",""
"wsj_2053","or","Still, proponents may be shying away from more drumbeating because they sense political tides have turned against arming the Nicaraguan rebels","boosting spending on SDI -- particularly when the public perceives the Soviet threat is declining under Mikhail Gorbachev.","Expansion.Conjunction",""
"wsj_2053","when","Still, proponents may be shying away from more drumbeating because they sense political tides have turned against arming the Nicaraguan rebels or boosting spending on SDI --","the public perceives the Soviet threat is declining under Mikhail Gorbachev.","Temporal.Synchronous","Contingency.Cause.Reason"
"wsj_2053","with","""The short of it is that the most hard-bitten among us cannot get into too sour a mood","communism collapsing,"" says Mitchell Daniels, a former Reagan White House aide who now is president of the Hudson Institute.","Contingency.Cause.Reason",""
"wsj_2054","when","His recent speech, provocatively titled ""Blacks?
Animals?
Homosexuals?
What is a Minority?"" caused an uproar","its title leaked out.","Temporal.Asynchronous.Succession","Contingency.Cause.Reason"
"wsj_2054","but","He said that other participants in the conference ""do not believe that the rights of Americans should be guaranteed to citizens who are homosexual,""","that ""I mean to persuade you to the opposite view.""","Comparison.Contrast",""
"wsj_2054","because",""" Mr. Allen objected to this analogy","it seems to ""assimilate the status of blacks to that of animals -- as a mere project of charity, of humaneness.""","Contingency.Cause.Reason",""
"wsj_2054","and","Mr. Allen, who teaches government at prestigious Harvey Mudd College in California","will remain a member of the commission, has spent years arguing that civil rights are individuals' rights.","Expansion.Conjunction",""
"wsj_2054","when","He last made waves","he dared to defend an Indian girl who had been adopted by non-Indian parents off her reservation.","Temporal.Synchronous",""
"wsj_2055","though","The exhibition by the U.S.-U.S.S.R.
Trade and Economic Council underscores the growing U.S. interest in that nation's market,","trade between the two countries is a minuscule $3 billion.","Comparison.Concession.Arg2-as-denier",""
"wsj_2055","but","In Beijing, meantime, China opened an international aviation show,","the West's embargo on military deals and uncertainty about the nation's stability kept many foreign exhibitors away.","Comparison.Concession.Arg2-as-denier",""
"wsj_2055","when","A Daikin executive in charge of exports","the high-purity halogenated hydrocarbon was sold to the Soviets in 1986 received a suspended 10-month jail sentence.","Temporal.Synchronous",""
"wsj_2055","because","Judge Masaaki Yoneyama told the Osaka District Court Daikin's ""responsibility is heavy","Õillegal exportså lowered international trust in Japan.""","Contingency.Cause.Reason",""
"wsj_2055","because","Scott Paper Co. said it is abandoning a proposed $650 million tree-farming project in Indonesia","it no longer expects to use as much eucalyptus pulp as previously anticipated.","Contingency.Cause.Reason",""
"wsj_2055","and","It also intends to set up an international wholesale market with the Singapore government next May","to open a department store in Bangkok and shopping centers in Malaysia, Taiwan, Canada, Chicago and Seattle by December 1990.","Expansion.Conjunction",""
"wsj_2055","while","Christie's will soon have a sale of Dada and Symbolist art","Sotheby's is luring collectors with sales of Swiss, German, Spanish, Australian and Canadian paintings.","Temporal.Synchronous","Comparison.Contrast"
"wsj_2056","but","Sam Yanes, a Polaroid spokesman, said ""I don't know about disappointing,""","added that the company hasn't been able to get the product on the shelves of some mass-merchandise, discount retailers that it had hoped would be carrying the product already.","Comparison.Concession.Arg2-as-denier",""
"wsj_2057","with","Yesterday, the Dow Jones Industrial Average did a now familiar dance: It plunged 60.25 points before lunch,","most of the drop occurring in 25 minutes.","Expansion.Level-of-detail.Arg2-as-detail",""
"wsj_2057","because","Prices are moving up and down so fast","investors are employing ways to turn over shares at ever-faster rates and increasingly acting in concert.","Contingency.Cause.Reason",""
"wsj_2057","and","Prices are moving up and down so fast because investors are employing ways to turn over shares at ever-faster rates","increasingly acting in concert.","Expansion.Conjunction",""
"wsj_2057","and","""We watch the same indicators","listen to the same prognosticators.","Expansion.Conjunction",""
"wsj_2057","without","On Monday, for instance, Howard Ward, a principal at Scudder, Stevens & Clark, found that ""you couldn't buy blue-chips at quoted prices","paying up.""","Contingency.Negative-condition.Arg2-as-negCond",""
"wsj_2057","without","Investors believe they can can rely on such derivative securities to get in and out of the stock market","actually selling any stocks; that is, a way of staying liquid even when they own stocks.","Comparison.Concession.Arg2-as-denier",""
"wsj_2057","that is","Investors believe they can can rely on such derivative securities to get in and out of the stock market without actually selling any stocks;",", a way of staying liquid even when they own stocks.","Expansion.Equivalence",""
"wsj_2057","even when","Investors believe they can can rely on such derivative securities to get in and out of the stock market without actually selling any stocks; that is, a way of staying liquid","they own stocks.","Temporal.Synchronous","Comparison.Concession.Arg1-as-denier"
"wsj_2057","so that","""It's the idea that what goes in easy can come out easy"" --","bouts of higher volatility get built into the stock market.","Contingency.Cause.Result",""
"wsj_2057","when","One new investment style called ""asset allocation"" shifts portfolio weightings between stocks, bonds and cash","computer models say one is more attractive.","Contingency.Condition.Arg2-as-cond",""
"wsj_2057","before","It added another 5% Monday","stocks rallied.","Temporal.Asynchronous.Precedence",""
"wsj_2057","by","The idea was to ""insure"" the value of a portfolio","selling futures when stock prices dropped -- eliminating the need to sell the stocks themselves.","Contingency.Purpose.Arg1-as-goal","Expansion.Manner.Arg2-as-manner"
"wsj_2057","when","The idea was to ""insure"" the value of a portfolio by selling futures","stock prices dropped -- eliminating the need to sell the stocks themselves.","Contingency.Condition.Arg2-as-cond",""
"wsj_2057","by","Unlike traditional buy-and-hold strategies, all of the above require that market makers be on hand to provide liquidity","buying and selling stocks in a crunch.","Contingency.Purpose.Arg1-as-goal","Expansion.Manner.Arg2-as-manner"
"wsj_2057","when","Many traders say that ""circuit breakers"" put in place to damp volatility after the 1987 crash actually added to volatility","the stock market plunged Friday.","Temporal.Synchronous",""
"wsj_2057","as","The circuit breakers caused a 30-minute shutdown in trading in Standard & Poor's 500-stock index futures contract","the markets were falling.","Temporal.Synchronous",""
"wsj_2057","when","Some people tend to ignore that a 50-point move is less in percentage terms than it was","the stock market was lower.","Temporal.Synchronous",""
"wsj_2057","as long as","In addition, Sanford Grossman, a Wharton School finance professor, says volatile jumps in stock prices will continue","liquidity falls short of the voracious demands of institutions ""who can go out and say `I have a billion dollars of stocks to sell. '""","Temporal.Synchronous","Contingency.Condition.Arg2-as-cond"
"wsj_2057","and","In addition, Sanford Grossman, a Wharton School finance professor, says volatile jumps in stock prices will continue as long as liquidity falls short of the voracious demands of institutions ""who can go out","say `I have a billion dollars of stocks to sell. '""","Contingency.Purpose.Arg2-as-goal",""
"wsj_2058","and","Charles Redmond, a NASA spokesman, said the agency discovered the virus on Monday on the collection of computer networks collectively called Internet","expected 100 university centers to be infected by today.","Expansion.Conjunction",""
"wsj_2058","once","Although the network isn't connected to the computer systems that operate either Galileo or the shuttle, part of the network will carry analyses of Galileo data","the craft gets spaceborn.","Temporal.Asynchronous.Succession",""
"wsj_2058","but","Mr. Redmond said the intruder hadn't yet done any harm","the agency feared ""garbage data could be substituted for real data.""","Comparison.Concession.Arg2-as-denier",""
"wsj_2058","and","A worm resides in the operating system of a computer","spreads by boring into other computers contacted through networks.","Expansion.Conjunction",""
"wsj_2058","by","A worm resides in the operating system of a computer and spreads","boring into other computers contacted through networks.","Expansion.Manner.Arg2-as-manner",""
"wsj_2058","because","NASA said the Galileo worm hadn't affected its computers or the computers of other government agencies","they had modified their systems to reject worms.","Contingency.Cause.Reason",""
"wsj_2058","by","Michael Alexander, a senior editor at Computerworld, a trade publication, said he was told that the worm gets into a computer center","looking for obvious passwords -- such as ones that are the same as the user's name.","Contingency.Cause.Reason","Expansion.Manner.Arg2-as-manner"
"wsj_2058","or","In addition, Mr. Alexander said, the worm sends strange messages to other machines at the center -- such as, ""George Orwell was an optimist,""","""Don't feed the bats tonight.""","Expansion.Disjunction",""
"wsj_2058","when","The passwords are included in the system software","it is installed but are supposed to be replaced as soon as the system is up and running.","Temporal.Synchronous",""
"wsj_2058","but","The passwords are included in the system software when it is installed","are supposed to be replaced as soon as the system is up and running.","Comparison.Concession.Arg2-as-denier",""
"wsj_2058","as soon as","The passwords are included in the system software when it is installed but are supposed to be replaced","the system is up and running.","Temporal.Asynchronous.Succession",""
"wsj_2058","before","NASA said it will take about a week","it knows exactly how many centers of the 6,000 connected to Internet were affected and the extent of the damage, if any.","Temporal.Asynchronous.Precedence",""
"wsj_2058","because","Anti-nuclear activists have protested the launch of the Galileo space probe to Jupiter","it uses plutonium to generate the electricity needed to run the craft.","Contingency.Cause.Reason",""
"wsj_2058","or","Activists fear that if the shuttle carrying Galileo into orbit should explode,","if Galileo itself crashes into the Earth during the two times it flies close to the planet, fatal levels of plutonium would be released into the atmosphere.","Expansion.Disjunction",""
"wsj_2059","in order","In 1983, the Supreme Court tried to supply a workable definition in the Dirks v.
SEC decision, which found that liability depended on whether the tipper had breached his fiduciary duty to the corporation","to obtain ""some personal gain"" and whether the tippee knew or recklessly disregarded this fact.","Contingency.Purpose.Arg2-as-goal",""
"wsj_2059","and","In 1983, the Supreme Court tried to supply a workable definition in the Dirks v.
SEC decision, which found that liability depended on whether the tipper had breached his fiduciary duty to the corporation in order to obtain ""some personal gain""","whether the tippee knew or recklessly disregarded this fact.","Expansion.Conjunction",""
"wsj_2059","or","In 1983, the Supreme Court tried to supply a workable definition in the Dirks v.
SEC decision, which found that liability depended on whether the tipper had breached his fiduciary duty to the corporation in order to obtain ""some personal gain"" and whether the tippee knew","recklessly disregarded this fact.","Expansion.Disjunction",""
"wsj_2059","when","Essentially, Mr. Freeman had invested heavily in the Beatrice leveraged buy-out,","he was told by another prominent trader, Bernard ""Bunny"" Lasker, that the deal was in trouble.","Temporal.Asynchronous.Precedence",""
"wsj_2059","and","Yet, all these issues are subsidiary to a more central issue: Who is","who should be making the criminal law here?","Expansion.Conjunction",""
"wsj_2059","and","In this light, the comparative advantages of legislative law-making become clear: (1) Before it acts, the legislature typically will hear the views of representatives of all those affected by its decision, not just the immediate parties before the court;","(2) the legislature can frame ""bright line"" standards that create less uncertainty than the fact-bound decisions of courts.","Expansion.Conjunction",""
"wsj_2059","as","At least when the stakes are high, uncertainty in turn results in overinclusion,","individuals do not dare to approach an uncertain line closely.","Contingency.Cause.Reason",""
