id,dm1,dm2,sentence1,sentence2,Explicit Sense1,Implicit Sense1
1634,and,in contrast,"""You will find the commodities off more than the others","the diversified companies about even or slightly better,"" says James Wilbur, a Smith Barney analyst.",Expansion.Conjunction,Comparison.Contrast
1438,and,then,He sits down at the piano,plays.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
2198,"in the end,","though,",It's certainly sounder theoretically and mechanically than the ad-hoc Kuper approach.,if the conclusion of the model is whack we need to go out and show why our model is better.,,
1969,however,therefore,"You don't know if it's true or not as a matter of fact, no one knows for sure but the parties involved and God!",no one should judge and say anything and let the legal counsels do what they must do.,,
2520,"now,",therefore,"WHEREAS, the Company desires to employ the Employee and Employee desires to be employed by the Company on the terms set forth herein;.","in consideration of the mutual covenants and agreements set forth in this agreement, the company and the employee agree as follows:.",,
1802,"ultimately,","however,","Once the climate switch flipped, Earth veered from frigid snowball to steamy hothouse (possibly with average surface temperatures of 50 to 60 degrees Celsius) within centuries to millennia.","these ice ages, which were more extreme than any ever again experienced on earth, may literally reflect out-of-this-world conditions.",,
640,and,as a result,"The Association of Quality Clubs, which puts 1988 industry revenue at $5 billion, surveyed the health-conscious over-40 market",found that 43% exercise regularly.,Expansion.Conjunction,Contingency.Cause.Result
2385,"although,","indeed,",Is knowledge of languages.,"we often find hebrew words untranslated in the books as for example, amen, halleluia, racha, hosanna, and others of the same kind.",,
2598,"so,",for instance,"Another thing about birthdays up to a certain point is - sorry, a bit more maths - the older you get the closer your kids' ages to yours are proportionately.",this year my oldest son achieves half my age.,,
2798,"eventually,","however,","Either there were no attractive girls (no two attractive girls, for they didn't like the idea of sharing), or no opportunity to isolate them.",their patience paid off in the most unexpected way.,,
1959,"second,",and,"Feel free to search, but I've seen it (and seen it pointed out to you several times).","i'm bolding this because it's important, solving large content distributors' business model problems is not the responsibility of the tech industry.",,
488,and,as a result,Sterling plunged about four cents Thursday,hit the week's low of $1.5765 when Mr. Lawson resigned from his six-year post because of a policy squabble with other cabinet members.,Expansion.Conjunction,Contingency.Cause.Result
1843,simultaneously,"however,",This is where Episode 1 of S6 begins; finding the Oceanic 6 as they land in L.A. and go about their lives as if nothing happened.,"the dimension jack and friends left, still exists where jacob has now been killed by nemesis.",,
1734,"or,","rather,","ty tashiro, discovery network's relationship expert and university of maryland professor, may not be a genie in a bottle - but he's here to grant you three wishes.",he wants to make sure you don't squander the three wishes you already have available to you.,,
146,and,so,"""Producers were granted the right earlier this year to ship sugar","the export licenses were expected to have begun to be issued"" yesterday.",Expansion.Conjunction,Contingency.Cause.Result
1534,and,then,Mr. Van de Kamp is the one who collected the plans from the various radical environmental groups,"cobbled them into a single unwieldy initiative to be placed on the ballot for election on Nov. 6, 1990.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
1986,"meantime,","however,",[6] almeda sought reconsideration of the city prosecutor's ruling.,"on march 27, 2001 the mtcc where the case was filed dismissed it on the ground that the crime fell within the jurisdiction of the regional trial court.",,
1369,and,then,"Before the Gutfreunds finally left this unfriendly environment for a prodigious duplex on Fifth Avenue and an 18th-century mansion with a specially excavated $1 million garage in Paris, the Postels had obtained an injunction to prevent any future hoisting of trees,",in a neighborly spirit hit both the Gutfreunds and the building with a $35 million lawsuit.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
2450,"ultimately,","however,",The fact that people chose to increase storage capacity suggests its central function in mitigating environmental perturbation in the Southwest.,"increasing storage proved unsuccessful under prolonged conditions of water deficit, and people left tsegi canyon.",,
2903,"in fact,","though,",They say that because they want to set their own conditions.,the lord has a very big condition: repentance.,,
659,and,yet,But the first quarter of the year is generally the weakest,OPEC production doesn't seem to be slackening in anticipation of that.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
1794,"ultimately,","though,","For those people - myself included - that just can't seem to figure out how to tie one, How To Tie a Tie is a great tool for your Android phone.",the app is very basic and lacks a bit of flair and creativity.,,
2511,"clearly,","also,",Yet clearly the opinion as a whole interprets the statute to allow Butler County to direct Texas Gas to remove or reinforce its pipelines at Texas Gas's expense.,the opinion denies texas gas an injunction and thus permits the project to go forward.,,
186,and,specifically,The state agency's figures confirm previous estimates,"leave the index at 178.9, up from 178.5 in August and 173.1 a year earlier.",Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
1147,and,then,"In that case, Guber Peters acquired the rights in 1979, nursed the movie through a dozen scripts,",were on the set in London for 11 months hovering over the most minute changes in casting and production.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
608,and,as a result,"There is some pain, when Lucy has the baby and ""didn't know she would feel like this""",wants to keep the baby.,Expansion.Conjunction,Contingency.Cause.Result
2191,"in the end,","however,","it's a fairly unusual sound in today's rock scene, and not an unpleasant one.",it's a bit hard to connect with.,,
1930,conversely,"however,",The authors argue that digital cameras enable domestic photographers to take 'good' or professional-looking photographs and make certain capacities of professional cameras available for consumer use.,"they argue that the question of critical understanding of the politics of representation in domestic camera use remains, since technical proficiency is not necessarily always accompanied by analysis.",,
197,and,then,"The son of an immigrant stonemason of Slovenian descent, he was raised in a small borough outside Ebensburg, the Cambria County seat,",put himself through the University of Pittsburgh Law School.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
2327,"eventually,","however,","When kids are little, job #1 for a parent is to provide protection.",that gives way to preparing kids to make their own decisions.,,
293,and,then,"Every workday at 11 a.m., 40-year-old Mike Sinyard dons cycling clothes, hops on a bike he keeps at his Morgan Hill, Calif., office",sets out to cover a distance most people would travel only by car.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
766,and,as a result,"Consider Spendthrift Farm, a prominent Lexington horse farm that went public in 1983 but hit hard times",filed for bankruptcy-court protection last year.,Expansion.Conjunction,Contingency.Cause.Result
400,and,then,"Under the agreement, Westinghouse will be able to purchase smaller combustion turbines from its Japanese partner,",package and sell them with its own generators and other equipment.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
122,and,as a result,"The antitrust staffs of both the FTC and Justice Department were cut more than 40% in the Reagan administration,",enforcement of major merger cases fell off drastically during that period.,Expansion.Conjunction,Contingency.Cause.Result
202,and,specifically,"""This year, some investors are changing their policies","investing a lot.""",Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
835,and,as a result,"Mr. Teagan points out as well that if the equipment designed to get along without CFCs is less efficient than current devices, energy consumption will rise",that will worsen the greenhouse effect.,Expansion.Conjunction,Contingency.Cause.Result
2294,"in the end,","however,","Plus, he had taken some extra vacation time before giving notice, and his boss could have docked his pay for the days he took off but didn't.","he didn't burn any bridges, and his boss offered to write him a letter of reference for future career moves.",,
1439,and,thereby,"When Mr. Glass decides to get really fancy, he crosses his hands",hits a resonant bass note with his right hand.,Contingency.Purpose.Arg2-as-goal,Expansion.Manner.Arg1-as-manner
1733,alternatively,"however,","the applications and pacs software are preferably stored in memory 21, as noted above.",applications may be stored on a floppy disk in disk drive 19 or a cd-rom in cd-rom drive 20.,,
1695,by then,"though,","Finally, the tree has nothing left to give.","the boy is older, and needs little, just a place to sit and rest.",,
1707,"third,",and,Why doesn't Operation Odd or Even activate in this situation?,"most counter-intuitive: when a monster with the elemental ability wins combat under the effects of hand to hand, elemental still activates if the winner has the dominant element.",,
2880,by then,"however,","While on the farm, she learned the rough ways of farm life, learning how to ride a horse and fire a pistol.",the philippine revolution had started and two of her brothers had become officers in the revolutionary army.,,
1153,and,then,"Last May, he sold his 24% stake in Barris to a passive Australian investor",Barris was renamed Guber Peters Entertainment Co.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1661,and,thus,First came his predictable fusillade: He charged the Coalition of the Left and Progress had sold out its leftist tenets by collaborating in a right-wing plot aimed at ousting PASOK,thwarting the course of socialism in Greece.,Expansion.Conjunction,Contingency.Cause.Result
2432,"meantime,","though,","Sierra County, tucked in the foothills once traversed by the Donner Party along the Nevada border, has seen its population dip 7 percent since 2010 to 3,000 souls.",the county's payroll increased from $7 million....,,
1759,"so,","again,","SANDERS: Well, I think that in the middle of a recession, the idea of downsizing the postal service by 200,000 decent-paying jobs makes no sense at all.","we did not go as far as i would have liked, but we did save tens and tens of thousands of jobs.",,
854,and,then,"The second ship, which is half-completed, is scheduled to be delivered in fall 1990,",the third in fall 1991.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1589,and,therefore,The exchange said it feared that some members wouldn't be able to find enough soybeans to deliver,"would have to default on their contractual obligation to the Italian conglomerate, which had refused requests to reduce its holdings.",Expansion.Conjunction,Contingency.Cause.Result
2267,"interestingly,","however,",ETFS Physical Platinum Shares (PPLT) 1.8% Lingering European concerns have given the jitters to U.S. investors.,strength can be seen in some growth-correlated assets.,,
641,and,thus,The commission believes that improving AM service would broaden listening selections,increase options for advertisers.,Expansion.Conjunction,Contingency.Cause.Result
1,and,as a result,More common chrysotile fibers are curly,"are more easily rejected by the body, Dr. Mossman explained.",Expansion.Conjunction,Contingency.Cause.Result
2160,"now,",but,"so, these are very good, but quite difficult questions to answer right.",i think they are important questions to answer.,,
698,and,as a result,"Stock prices, meanwhile, posted significant gains in later trading",closed down by only 3.69 points on the day.,Expansion.Conjunction,Contingency.Cause.Result
1636,and,thus,Assuming the stock market doesn't crash again,"completely discredit yuppies and trading rooms, American television audiences in a few months may be seeing Britain's concept of both.",Expansion.Conjunction,Contingency.Cause.Result
1291,and,in contrast,We're sure some theologian can explain the difference between what the Republican consultants have been doing with HUD,what these gentleladies and gentlemen want to do with HUD.,Expansion.Conjunction,Comparison.Contrast
2913,"fortunately,","again,","Isaac doesn't stick to cover so much as duck halfway behind it, never actually covered by the conveniently placed boxes.",visceral did a solid job compromising.,,
2489,"although,",at the same time,She couldn't think of another word for it.,"his voice seemed a little, off.",,
1520,and,as a result,"Now in its 13th day, the strike has idled about 55,000 machinists",has started to delay delivery of some jetliners.,Expansion.Conjunction,Contingency.Cause.Result
1853,"meantime,","though,",Hope Piketty has a good circular flow illustration in his tome.,when you get stephen j.,,
1136,and,therefore,"That heavily politicized event learned nothing from the horrifying experience,",seems doomed to repeat it.,Expansion.Conjunction,Contingency.Cause.Result
2865,"then,",and,I'd do what others have suggested; call the police department and have them present the statute to actually read.,"i never suggest this usually, get a lawyer.",,
1631,and,as a result,"International Business Machines Corp., analysts say, has been burned twice in trying to enter the laptop market",shows no signs of trying to get into notebooks anytime soon.,Expansion.Conjunction,Contingency.Cause.Result
1998,because of this,and,The U.S. military uses many unique items and concepts that civilians aren't exposed to.,"the need for expedient, clear communication, service members are immersed in a linguistic world apart from the daily life of a civilian.",,
663,and,as such,"The investment boom is mainly sparked, they say, by strong domestic demand",isn't likely to increase exports sharply.,Expansion.Conjunction,Contingency.Cause.Result
683,and,therefore,But the 3090 line is nearly five years old -- which is getting up there in mainframe years --,its growth is expected to slow in 1990.,Expansion.Conjunction,Contingency.Cause.Result
1257,and,consequently,But President Bush is expected to veto the congressional legislation,"that, along with the easy approval of the Pennsylvania measure, is likely to mute the abortion-rights activists' claims of momentum and underline the challenges faced by this resurgent movement.",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
317,and,then,"Two gunmen entered a Maryland restaurant, ordered two employees to lie on the floor",shot them in the backs of their heads.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
648,and,so,"X-rays, by contrast, travel straighter",can be focused more tightly than light.,Expansion.Conjunction,Contingency.Cause.Result
1434,and,as such,"It was the first time in seven years that Moscow hasn't joined efforts, led by Moslem nations, to expel Israel from the world body,",was viewed as a sign of improving Soviet-Israeli ties.,Expansion.Conjunction,Contingency.Cause.Result
1479,and,then,The product overcame the bad publicity,kept evolving.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
709,and,then,If the IRS asks for,"gets a replacement for a check that it concedes it lost in processing, it will reimburse the taxpayer for the stop-payment charge on the original.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
1282,and,then,"The idea behind the Egg King is pretty simple: put the eggs into a cylinder that contains perforated baskets, spin them at a high speed to break the shells",strain the edible part through the baskets.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1768,"now,",therefore,... task of keeping our country strong and safe.,"i, barack obama, president of the united states of america, by virtue of the authority...independence of the united states of america the two hundred and thirty-sixth.",,
972,and,yet,"They have a series with a good character, some interesting, even occasionally surprising plot lines,",they're ruining it.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
2675,"so,","as a result,","Back in May, Fox news tried to force a meme called the ""fiscal cliff"" on their websites.",they left out the parts of the report that they can't use for that purpose.,,
2680,"yet,","in fact,","and he and los angeles politicians are different in many ways, and that's one of the things i spend a lot of time looking at in my book.",it's been quite the opposite.,,
1306,and,therefore,"The first effects are, of course, negative as work is disrupted and people lose income",cut spending.,Expansion.Conjunction,Contingency.Cause.Result
1400,and,then,"The most striking example yesterday may have been in community development funds, where the two houses had separately approved a total of 27 projects valued at $20 million,","the conference added 15 more valued at $8 million to ostensibly preserve ""balance"" between the House and Senate.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
1408,and,then,Soviet leader Mikhail Gorbachev opened a major U.S. trade exhibition in Moscow,"spent two hours touring some of the 150 stalls representing such blue-chip companies as General Motors Corp., International Business Machines Corp. and Johnson & Johnson.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
2237,"again,","however,",This patent discloses an apparatus for selectively heating an individual food item in a refrigerated environment.,the apparatus of this patent is cooled by convection refrigeration rather than the conduction refrigeration of the present invention.,,
1496,and,then,"But after about eight months, the vice president of the division, Ed Soule, learned about the sessions",brought them to a halt.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
2038,"eventually,","though,","""i don't want to say bad people, but people who influenced me to do bad things.""",he started to break from those influences and gain a new mindset.,,
1529,and,as a result,More money for HUD will increase the deficit,destabilize the economy; more money to municipalities that are wrecking their local housing markets will further insulate them from the destructive effects of their policies.,Expansion.Conjunction,Contingency.Cause.Result
1663,but,instead,The carnage among takeover stocks Friday doesn't mean the end of mega-mergers,"simply marks the start of a less ambitious game, Wall Street's big-time deal makers say.",Comparison.Contrast,Expansion.Substitution.Arg2-as-subst
1354,and,so,"In other earthquake-related news, Hambrecht & Quist's OTC market makers were excused from trading yesterday",its positions were frozen for the day by the National Association of Securities Dealers.,Expansion.Conjunction,Contingency.Cause.Result
2891,"eventually,","however,","During the early phase of an individual's drug experimentation, neurotransmission normalizes as intoxication wears off and the substance leaves the brain.",drugs wreak changes in cellular structure and function that lead to long-lasting or permanent neurotransmission abnormalities.,,
2911,"anyway,",and,Onclick attribute of an anchor that goes to the page.,"return false, to avoid any confusion.",,
1643,and,as a result,"But they believe themselves to be serving,","they begin to respect themselves (and others), to take control of their lives, to think of the future.",Expansion.Conjunction,Contingency.Cause.Result
1051,and,instead,"Sen. Boren said, ""It's time to stop bickering",work together to develop a clear and appropriate policy to help the country in the future.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
795,and,on the other hand,A healthy embryo can be picked for implantation,defective ones discarded.,Expansion.Conjunction,Comparison.Contrast
2693,"ultimately,","however,",The Utes claimed victory and ownership of the Great Pagosa Hot Spring.,"as whites gradually settled the area, the federal government claimed ownership of the spring and eventually deeded it to private ""citizens.""",,
1597,then,and,"On Friday morning, before the market's sell-off, the business leaders issued a report predicting the economy would grow at roughly an inflation-adjusted 2% annual rate, through next year,",accelerate anew in 1991.,Temporal.Asynchronous.Precedence,Expansion.Conjunction
2604,"by comparison,",and,But the M22Ti SE has a more smoothly flowing nature about it in the midrange.,"only direct comparison, the m3ti se can sound a tiny bit grainy.",,
2729,"in contrast,","however,",The average worker who claims fewer than five years of experience earns around $36K.,individuals who report five to 10 years in this occupation see a much larger median of $42k.,,
2625,"so,",therefore,"So, when a person is under the influence of say, hallucinogenic drugs their consciousness is not fully here in this physical reality of the C1 level.",this focus 22 is inhabited by those people who are in a coma or those who are very intoxicated.,,
1819,"overall,","though,","And I would have gladly taken entries from Final Fantasies 10-2 or 13-2 over the garbage that is anything from Final Fantasy 2, but maybe those games will get DLC tracks.",the game has been enjoyable and the good songs that are in the game are really fun to play.,,
1722,"still,","though,","You know, it's funny, you kill 1 or 2 hundred people, and suddenly you're the bad guy.",the legacy of charlie and his gang's brutal slaughters and other street crimes will always be remembered for what they were: not very nice.,,
1183,and,then,"In 1986, Stamford officials thanked Mr. Hoelzer for taking care of the mural --",demanded he return it as soon as possible.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
2572,conversely,"though,",As part of the scheme you can move around on one to two year placement at various locations within BP in Europe.,"if you are not the travelling type you can simply stay at your ""home"" location and take different jobs at that location.",,
1059,and,therefore,"They are officially considered ""strategic,""",their privatization is prohibited by the Mexican Constitution.,Expansion.Conjunction,Contingency.Cause.Result
540,and,thus,"Graham Beale, manager of foreign-exchange operations at Hong Kong & Shanghai Banking Corp. in New York, added that Mrs. Thatcher's comments reinforced the market's growing confidence about sterling",compounded the unit's later decline.,Expansion.Conjunction,Contingency.Cause.Result
1678,and,yet,"""We want to see Nelson Mandela and all our comrades out of prison,",if we aren't disciplined we may not see them here with us.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
2796,"ultimately,","though,",We tried to visit her but she was busy.,i'm thankful she didn't get involved.,,
2855,but,"anyway,","When I got your message, I felt like I was on a quest.",i hope you don't mind but i took the liberty and made a vector image of these turtles areas.,,
2532,"clearly,","however,","The wholesale price index, as we saw, had remained practically unchanged between 1927 and 1929.",there were forces at work beneath the surface of a stable price level that were generating the conditions for a needed correction in the economy.,,
1757,"interestingly,","however,","in addition, placebo response rates in cb studies have been high (33.3% to 54.5%),10-12 and therefore these results could be due to the placebo effect.",the assessment of cogni- tive tasks was blinded and confirmed the positive open- label results.,,
1923,"overall,","though,",Seems like the top might sag but maybe not if I'm careful about using catenary seams.,the stratospire seems like more surface area than the squall.,,
95,and,then,"if I tune in my short-wave radio, transcribe an editorial or program,",print it in my newspaper,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1020,and,therefore,"Winnebago Industries Inc., battered by a deepening slowdown in recreational vehicle industry sales, reported a widened fourth-quarter loss",slashed its dividend in half.,Expansion.Conjunction,Contingency.Cause.Result
563,and,therefore,"""Our divestiture program is on schedule,","we remain confident that we will achieve our stated goal of over $1 billion in net proceeds,"" said Nolan D. Archibald, Black & Decker's president and chief executive officer, in a statement.",Expansion.Conjunction,Contingency.Cause.Result
2790,"ultimately,","then,","The belief was caused by external and internal physical events, as they played themselves out in his life.","the atheist's belief that there is no god is not based on good reasons, but good (or bad) physics!",,
863,and,thus,"An administration official confirmed last week that Mr. Simmons, the chairman of Valley National Bank in Phoenix, is the Republican appointee,",that a security clearance was under way.,Expansion.Conjunction,Contingency.Cause.Result
1484,and,as a result,"It is as though the land knows of its own beauty, of its own greatness,",feels no need to shout it.,Expansion.Conjunction,Contingency.Cause.Result
1881,"now,","however,",The ARB's scoping plan confirms this rosy view.,several highly credible authorities have emerged to shred these claims.,,
1038,and,as a result,"So anyone buying the stock now is betting on some special transaction such as a recapitalization or takeover,",must do so using some guesswork about the likelihood of such an event.,Expansion.Conjunction,Contingency.Cause.Result
206,and,as a result,"At the time, Japan had just opened its doors to the world after about 250 years of isolation",needed a Western-style business center.,Expansion.Conjunction,Contingency.Cause.Result
392,and,as a result,"To reduce the danger of such pricing cycles, Akzo has invested heavily in specialty chemicals, which have highly specific industrial uses",tend to produce much higher profit margins than do bulk chemicals.,Expansion.Conjunction,Contingency.Cause.Result
870,and,then,"Upon returning to New York, ""Exhausted, I got into a taxicab,","the woman driver said: `Americans make better fishermen, '"" he recalled.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
397,with,then,"The agency, with about $35 million in billings, will be dissolved,","some of its staffers absorbed by WCRS's Della Femina McNamee unit in Boston, Ms. Heller said.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
2814,because of this,and,Some of the north side of the ground won't be completed until the summer.,the incredible rain levels - the worst in almost 250 years - we've had huge problems.,,
2849,and,"yet,",Whether all of this was some grand Federation rouse seems unlikely.,many questions about the nature of your experience remain unanswered.,,
1028,and,therefore,It claims the Coast Guard failed to chart the rock,refuses to pay damages.,Expansion.Conjunction,Contingency.Cause.Result
2690,simultaneously,"though,","Indeed, they must be bellowed from rooftop and radio.",we must also look to the legislative aftermath of all this.,,
1485,and,instead,The transaction is part of UGI's continuing program to shed AmeriGas's industrial gas interests,expand the subsidiary's propane business.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
2660,"clearly,","though,",But the child has really changed things.,it hasn't totally sunk in.,,
960,and,then,"Mrs. Coleman's husband, Joseph, a physician, succeeded Mrs. Rosenthal as president",served in that post until his death in 1968.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1570,and,as a result,"Wall Street's takeover-stock speculators, or ""risk arbitragers,"" had placed unusually large bets that a takeover would succeed",UAL stock would rise.,Expansion.Conjunction,Contingency.Cause.Result
2773,"now,",but,Just to say that a formal advert will appear any day.,i should strike while the iron is hot---.,,
1895,alternatively,"yet,","Alternatively, the first power level may be about 200 W or less.",the first power level may be about 100 w or less.,,
2731,because of this,and,"Very few authenticated specimens have been taken from Minnesota in the last century, although periodic sightings are reported, including several by knowledgeable observers (Bue and Stenlund 1953).","the fact that this species is particularly sensitive to human disturbance, mountain lions are a species of special concern in minnesota.",,
2146,"now,","however,","It's like looking it in a new perspective, from our Duncan-reliant offense, that is, TD creates the shots for our team, when he's doubled, he can kick it out.","our guards create our offense, hence tp's assists were up.",,
804,then,and,"The two said they must still do more laboratory tests,",experiment on animals.,Temporal.Asynchronous.Precedence,Expansion.Conjunction
1751,and,"finally,","""מה את עושה לי"" is referred to Soul, and we bring you a huge amount of Soul artists absolutely for free.",we have collected lyrics for this track and you can view it here as well.,,
2454,"so,","instead,","I didn't know what to say--after all, it wasn't like I could just reply, ""Sorry you didn't get laid this weekend, Mom. ""","i gave a shrug and said, ""i reckon i'll go to bed--i got school tomorrow. """,,
502,and,then,"Mr. Dorfman states that an investor who invested $100,000 a year ago in the first four stocks selected by your pros and then sold those one month later, purchasing the four new pro picks,","repeated this process for the year would have accumulated $166,537, excluding account dividends, taxes and commissions.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
779,and,therefore,Apogee said a subcontractor had severe cost overruns,"was unable to fulfill the contract terms on its own, making it necessary for Apogee to advance cash to ensure completion of the project.",Expansion.Conjunction,Contingency.Cause.Result
1863,"meantime,","however,","when his recruits reached mittau, saxe had announced the confirmation of his election -formally to the polish primate, secretly, with all confidential details, to his father.","the match with anne had miscarried, if it had ever been seriously intended.",,
200,and,so,"""But they wanted to roll the dice","we're going to let them,"" Mr. Hartt said.",Expansion.Conjunction,Contingency.Cause.Result
2182,"or,","rather,","Did one judge say: ""Wait, I think we might be sending the wrong message here""?",did they do everything they could to get her to the grammy awards even after she was barred from entering the united states?,,
2088,"in the end,","though,","whatever the reason for her ouster, however, most agree that holmes was the weak link in the first story.",that was essentially the same thing they said about maggie gyllenhaal in film two.,,
2278,"in the end,","however,","Bloomberg's sensitivity to the climate issue was heightened, perhaps, by what Sandy did to his city.",climate change had the last laugh at our political process.,,
1796,"or,","rather,",The duo (fleshed out by a full touring band) performs a free show tonight at MOTR Pub in Over-the-Rhine.,"you'll hear how almost no two ""jam bands"" sound alike anymore, making the grateful dead-mimicking cliches about the scene completely outdated.",,
378,and,so,"Only four months have passed since the Beijing massacre,",few are prepared to predict its ultimate impact.,Expansion.Conjunction,Contingency.Cause.Result
2336,"interestingly,","however,",And the Western response as an invitation to further aggression.,"kurtz sees tribalism, despite its honor-shame culture, as more flexible than islam:.",,
418,and,instead,"Having resided in the great state of California for the past seven years, I find it hard to ignore our environmental problems when I start my commute to work with eyes tearing and head aching from the polluted air; when I try to enjoy the beaches",come home covered with tar and oil; when I hear of numerous deaths related to irresponsible processing of cheese and use of chemicals in fruit growing.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
1698,"though,","interestingly,","Almost 100% of liberals liked it, while over 90% of conservatives didn't.",a higher percentage of conservatives said they liked it than liberals who said they didn't.,,
391,and,as a result,"Towering overcapacity in the synthetic fiber business, which accounted for half of the Dutch chemical company's sales, led to huge losses",left Akzo's survival in doubt.,Expansion.Conjunction,Contingency.Cause.Result
2640,"in sum,","however,","Thus, a more comprehensive description should bring along a more robust explanatory mechanism, which is missing in some analyses (e.g., the whole part 3 of the volume).",this collection of papers is a very valuable contribution to the empirical study of the development of case across languages.,,
1522,and,thus,But there is also the possibility that shutting down markets will intensify fears,cause an even more abrupt slide in prices.,Expansion.Conjunction,Contingency.Cause.Result
1162,and,as a result,"Players ran out on the field way below,",the stands began to reverberate.,Expansion.Conjunction,Contingency.Cause.Result
1495,and,therefore,"But massage, no matter how chaste, is still associated in many minds with seedy fronts for prostitution,",that makes some executives nervous.,Expansion.Conjunction,Contingency.Cause.Result
2695,"ultimately,",therefore,omission.,the question is reduced simply to whether verses 9-20 are to be included or excluded as genuine.,,
2027,"in sum,","then,","To describe the tribunals established by the MCA as a ""liberalization"" of habeas corpus echoes the Orwellian ""doublespeak"" of the Act itself.",we proceeded by treating invocations of habeas corpus as indicators of the strongest critiques of the mca.,,
1152,and,as a result,Mr. Guber and Mr. Peters say they got a look at the books,balked at the price.,Expansion.Conjunction,Contingency.Cause.Result
1367,and,then,"He describes a Mastergate flunky as one who experienced a ""meteoric disappearance""","found himself ""handling blanket appeals at the Bureau of Indian Affairs.""",Expansion.Conjunction,Temporal.Asynchronous.Precedence
2568,"in the end,","however,","But Grand Lodge, by possessing the supreme superintending authority, which includes the annual election of the Grand Master, is the greatest power of all.",the result in the main is the same.,,
64,and,as a result,Integra-A Hotel & Restaurant Co. said its planned rights offering to raise about $9 million was declared effective,the company will begin mailing materials to shareholders at the end of this week.,Expansion.Conjunction,Contingency.Cause.Result
2062,"or,","rather,","This time, it's about money.",it's still about race.,,
1180,and,then,"Once all the articles are coded and put in a data base, Pinpoint's computers pick the most relevant for each subscriber",lay them out in a three-to-five-page newsletter format; each newsletter is sent directly from the computer to the subscriber's fax machine.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
492,and,therefore,"Dataproducts had sought a buyer for several months, but it is now in the midst of a restructuring plan",management says the company is no longer for sale.,Expansion.Conjunction,Contingency.Cause.Result
379,and,thus,"Once external conditions, such as U.S. demand, swing in the territory's favor, they argue, local businessmen will probably overcome their 1997 worries",continue doing business as usual.,Expansion.Conjunction,Contingency.Purpose.Arg2-as-goal
2235,"thus,",for example,Some single graces he gives must be paired with other graces he gives in order to bring about the goal.,the jews addressed in acts 7 received one grace-the motions of the holy spirit-but not the grace of corresponding with those motions.,,
763,and,therefore,"As a result, Mr. Owen warned, investment will be more likely to flow toward the other European economies","""the U.K. will be less prepared for the single market.""",Expansion.Conjunction,Contingency.Cause.Result
2264,"overall,","though,","Moderation will never be perfect, since it relies on human judgement, and anyone can have a bad day and make some mistakes.",i have have noticed that the quality of comments has improved dramatically since the moderation system has been implemented.,,
791,and,instead,Staar Surgical Co. 's board said that it has removed Thomas R. Waggoner as president and chief executive officer,"that John R. Wolf, formerly executive vice president, sales and marketing, has been named president and chief executive officer.",Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
1076,and,as a result,"""Our fear was people would look just at the beta {of a gold fund}","say here is an investment with very low risk,"" says John Markese, director of research for the Chicago-based group.",Expansion.Conjunction,Contingency.Cause.Result
878,and,then,"We suggest that Mr. Fernandez find an incompetent principal, toss him out of the building",let the forces of the status quo explain to the parents whatever it is they're defending.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
337,but,instead,All the published studies recommend that women on whom the drug proves ineffective not carry the pregnancy to term,undergo a surgical abortion.,Comparison.Contrast,Expansion.Substitution.Arg2-as-subst
2767,"so,",for example,"The final quality, claritas, refers both to ""a brilliant color, warm hue, or right complexion"" and ""the communicability of the essence of a thing.""","a church building would lack claritas if, when the eye first beheld it, the thought that came to mind was ""spaceship"" instead of ""church.""",,
