,sentence1,sentence2,dm1,dm2
768,"PeopleSoft fought back, as its chief executive, Craig Conway testified in court that he tried to ""vilify"" the offer.",conway left and ellison took peoplesoft in 2005 after a bitter court battle.,"eventually,","however,"
769,"It was likewise Joab who, under orders from David, had Uriah killed in battle, without raising a word of protest.",this military commander who would kill a righteous man at david's request would kill david's own son in direct violation to his orders.,and,"now,"
770,Just to say that a formal advert will appear any day.,i should strike while the iron is hot---.,"now,",but
771,"If true, then it's even more cynical to use a defense that doesn't square with the facts.","in either case, the gay panic defense was merely a ploy to get away with murder.","clearly,","then,"
772,"Not surprisingly, the government estimates that the majority of these immigrants live in California, Texas and Florida.","are two non-border states, new york and illinois, with more than 500,000 each.","next,","however,"
773,"I'd wanted to sdo it on the treadmill, but you do what you can.",i am in excellent shape now.,"overall,","though,"
774,"When pollsters ask American evangelical Protestants to describe Mormons in a single word, the most common answer is still ""polygamy.""",it's not just conservatives who trade in these stereotypes.,"again,","though,"
775,"Quarterback is still a possibility, as new head coach Bill O'Brien needs a signal caller for the future, and a trade certainly isn't out of the question.",rick smith will find it too difficult to pass on the best overall player.,"ultimately,","though,"
776,many flowering plants produce nectar and pollen as rewards in exchange for pollination services by insects and other animals.,a few plants have flowers that also produce heat metabolically--so what is the adaptive function of this flower heating?,"interestingly,","however,"
777,"Importantly, it is not the action of the physician that determines any potential possession of marijuana by the patient,"" the court's opinion states. """,the physician is not prescribing or ordering the possession of marijuana.,"clearly,",therefore
778,"they were selected, for these reasons, at the time of constantine in the fourth century, and the multiple alternative voices were ruthlessly suppressed.",jesus himself wasn't at all like the four canonical gospels describe him.,"third,",therefore
779,"they think that because a body is at arm's-length, it is not really their business to get involved with it.",public money is involved.,"ultimately,","however,"
780,"The more options they can offer those players, the more they increase the odds of winning over fence sitters.",the majority of xbox live's paying members use the service to play games.,"ultimately,","though,"
781,"If he were pleasing God, his wife would fall right in line.","if there are troubles in a church, if it is experiencing strife or isn't growing, it must be the pastor's fault.","or,","again,"
782,"The belief was caused by external and internal physical events, as they played themselves out in his life.","the atheist's belief that there is no god is not based on good reasons, but good (or bad) physics!","ultimately,","then,"
783,"Unlike the Kew Draft Index, we have treated masculine and feminine forms of one name as different names.",botschantzev and botschantzeva are not given the same standard form.,"thus,",for example
784,"back in the car, we determined to content ourselves with spending the night there!",an hour or two later we were rescued by the driver of a gas truck who had left the compound late because of a problem.,"fortunately,","however,"
785,One of the first things I look at when the NFL schedule is released each spring is the Thanksgiving matchup.,i do a quick scan of the schedule to see who's going to beat the detroit lions while i'm sucking down turkey and cranberry sauce.,"or,",in other words
786,"The plague individual believes that all people lie, swindle, steal and crave power.",the living is at a disadvantage and in danger.,"clearly,","then,"
787,We tried to visit her but she was busy.,i'm thankful she didn't get involved.,"ultimately,","though,"
788,"they're doable, but it can be frustrating, especially on a smaller touch-screen.","""cut the rope 2"" will satisfy newcomers and veterans alike.","overall,","though,"
789,"Either there were no attractive girls (no two attractive girls, for they didn't like the idea of sharing), or no opportunity to isolate them.",their patience paid off in the most unexpected way.,"eventually,","however,"
790,"as i explained on someone else's blog, an anti-racist agenda can be diluted by the use of that word by a non-black person.",i speak only for myself.,"again,","however,"
791,"that wouldn't be bad news for most players in the league, but many viewed it as a slap in the face to the once-dominant player.","the ranking was a self-fulfilling prophecy, kobe showed his age in [...].","then,",as if
792,"In a rare show of common support, five of the top biofuels associations and 50 companies all worked together to support this effort.","with a limited session and reluctance to open the floodgates to new provisions, it wasn't in the final legislation.","ultimately,","however,"
793,"We've long seen all manner of perversion coming out of Hollywood, including the glamorization of adultery, fornication, idolatry, thievery, greed, drugs and more.",this devilish prince is strategically pushing perversion to new heights in the name of equality.,"clearly,","though,"
794,"Raw shark fins are processed by first removing the skin and denticles, then trimming them to shape and bleaching to a more desirable color.","in shark fin soup, the fins themselves are virtually tasteless.","interestingly,","however,"
795,The Indians had drifted away from Christianity.,la richardie's patient devotion was rewarded.,"eventually,","however,"
796,"An Internet exchange is a meeting point for enterprises, content providers and ISPs to pass traffic between each other.",a provider of a hockey game can distribute the feed through an exchange rather than over the internet.,"so,",for example
797,The Chinese side is also ready to invest in Malaysia\'s government bonds in keeping with market principle.,chinese b.. najib arrives at china for six-day visit.,and,at the same time
798,"thus the release and locking is further simplified, since one does not need to additionally play around with tools, for example a screw driver, in the difficultly accessible region.","it is possible to provide the locking element with an engagement for a tool, in particular with a slot for receiving a screwdriver.",alternatively,"however,"
799,"there, the religion-is-the-foundation-of-morality crowd goes off the rails.","since christianity and islam also cleave to the golden rule, they seem to accept the same definition of good person as do you and i.",conversely,"though,"
800,But that was before the Big 12 lost only Colorado and Nebraska and pulled itself together.,slive is too good a poker player to express such concern even if he felt it.,and,"besides,"
801,sn-10597] for payment to the bir.,"fo delivering the same of the payee, he passed on the check to a co-conspirator named remberto castro who was a pro-manager of the san andres branch of pcib.","instead,","however,"
802,It's not about me and it's not about my bishop and it's not about the prophet.,it's every bit about us.,"or,",in other words
803,"Thus, a ""page program"" command 816 is performed on memory bank 0 (bank 202) from serial data link interface 1 (serial data link 236).",a read command 818 is performed on memory bank 1 (bank 204) by serial data interface 0 (serial data link 230).,"meanwhile,",simultaneously
804,Microwave times turned out to be double the 90 seconds listed on the packages.,"the beef taste test panel decided that farmland, particularly with the original flavor product, has definitely hit the bull's-eye on what a convenience beef product should be.","overall,","however,"
805,Commingling MSOP and IPA fluid at the surface is appropriate provided there are adequate well tests to assure accurate production allocation.,it is ordered that the following rules apply to the following affected area:.,"now,",therefore
806,We have used Vectors Avidin/biotin kits.,"with our strepavidin- biotin methods, we now use their strepavidin/biotin blocking kit.","now,","however,"
807,"like amanda, i look forward to its self-destruction.",i'm not as sanguine about what a godless country means.,"overall,","however,"
808,I do not want to maintain the user infomration in my database.,"i dont want spring to lookup the authorities based on the username, only the groups that are in the headers.","so,",in other words
809,"Basically, I felt inspired to write.",i knew that getting published was very tough.,"yet,",at the same time
810,Such a high difference in resistance permits optimization of the wires in the general range of 14 to 18 gauge.,a larger conductor wire may be used to minimize heat losses.,"obviously,","however,"
811,"if we weren't already convinced by alex wang's showing the day prior, branding is definitely back this season.",it's so passe that it's cool again.,"or,","rather,"
812,"""globally we are seeing a conversion to disposables move west to east.""","developing areas such as the asia-pacific region are leapfrogging less sophisticated disposable products as they make this conversion and moving right into sophisticated, barrier protective products, according to executives.","interestingly,","however,"
813,"Once you have Pets who are trained to herd your Animals, it will be a different situation entirely.",animal care will consist of the following actions in the first spring:.,"basically,","then,"
814,"As it is hard to find underground water such arid areas of the region, about 20 underground water reservoirs have been constructed throughout the region.","of the overall concreted efforts directed towards securing provision of water, 70% of the region's rural areas are now getting access to potable water.","hence,",as a result
815,It would have been interesting to learn more about DePodesta's background and exactly what formulas and methods he used to pick players.,maybe the film would have been less about beane.,but,"then,"
816,"He was a decorated pilot in World War II, flying 35 missions in a B-24 bomber.",mcgovern did enormous good in programs to feed the needy throughout the world.,"again,","however,"
817,"Data analysis will incorporate necessary adjustments for the sampling design and sampling weights (i.e., probability sampling).",the analysis will involve standard estimates of proportions of the interviewees responding in various ways to the questions.,"otherwise,","however,"
818,"That extends to the conditioning test, which both Garrett and Jones said is only ever performed at the discretion of the player involved.",few specifics were provided.,"again,","though,"
819,"i realize that nothing on the cover says ""learning & development"" exactly, but the mission of the title goes right to the heart of the whole purpose of l & d.",this is one of the best accessible books out there that translates the science of expertise and skill development into compulsively readable material:.,"specifically,","though,"
820,"It must be so scary to be in a crazy, loud mall, being poked and prodded by little kids all day.","when they are purchased, i always envisioned them being tortured until the child gets bored of it and flushes it down the toilet.",and,"then,"
821,"After that, it was all over but the singing.","like gruden and haslett, the new dc for cincy pointed out the swarming to the ball and gang tackling of seattle.","again,","however,"
822,Kaguya enlisted the duo in setting her free and sent them to find all the requisite objects for the ritual.,this quest and her search for the celestial robe set kaguya on a collision course with the hanyō inuyasha.,"eventually,","however,"
823,"simply by the method of a ""reasonable guess"", i decided to redo the editing with less contrast and saturation boost.",i have discovered for myself a pretty simple method of noise reduction especially suitable for the skies.,"later,","however,"
824,Whether all of this was some grand Federation rouse seems unlikely.,many questions about the nature of your experience remain unanswered.,and,"yet,"
825,"We have run across almost desperate need to ""indentify"" graphs and.",to be able to quantify over them and their contents.,"then,",therefore
826,"Application of camptothecin, etoposide, hydroxyurea, and genistein resulted a 10 to 60 fold enhancement in rAAV transduction from the basolateral surface.",none of these agents facilitated raav transduction from the apical surface (data not shown).,"interestingly,","however,"
827,"Early in the film, this, combined with a sluggish tone, causes Oleanna to seem staged and unnatural.","as the pace builds, the strengths of what the actors are saying--and how they're saying it--outstrip the weaknesses.","later,","however,"
828,"He went there on July 24, was questioned for at least one hour and then was released.",he received a further summons by telephone.,"later,","however,"
829,"At home and abroad, the United States has been, for over 50 years a strong voice in the fight against torture.","the cia's method has become so widely accepted that us interrogators seem unaware that they are, in fact, engaged in systematic torture.",simultaneously,"however,"
830,"When I got your message, I felt like I was on a quest.",i hope you don't mind but i took the liberty and made a vector image of these turtles areas.,but,"anyway,"
831,HAL's discussion of its origins comes when Bowman shuts it down by removing various hardware modules from HAL's large central core (microprocessors were still on the horizon).,it turned out hal wasn't dead.,"ultimately,","though,"
832,"Studies indicate that we are naturally attracted to the look and smell of our close relatives, which is one reason why Genetic Sexual Attraction is so powerful.",monogamy serves some well.,"ultimately,","however,"
833,This is you.,"the novel also asserts the need to recognise that those initially honourable intentions have gone sour, or at least been kidnapped and corrupted by forces more pragmatic and cynical.",simultaneously,"however,"
834,An alternative would be to develop a hook to distinguish between security/critical updates (could be displayed with an orange/red badge) and non-critical updates (could be displayed with a grey).,"plugin updates should never really be 'critical', and if that's the case a sole grey colour would in terms of ux be more semantic.","although,","obviously,"
835,"I'll say it again, I love it.","i can walk at about 2.5 mph while doing general computer work, and can talk on the phone while walking at around 2.0 mph.","now,","however,"
836,"In accordance with orders issued to all outposts, the Israel Army held its fire for some time.","in the face of increased and intensified arab fire, it became necessary for our forces to react.","eventually,","however,"
837,"At the time of Jeremiah, in spite of its long and eminent history, it had been subjugated by the Assyrians and then the Babylonians.","with its capital susa (or shushan), it would ...","eventually,","however,"
838,TurboGears applications can't be hosted with every web hosting company.,there are many good choices to choose from.,"luckily,","though,"
839,I'd do what others have suggested; call the police department and have them present the statute to actually read.,"i never suggest this usually, get a lawyer.","then,",and
840,"However, rebounding spending and consumers' need for small luxuries have helped profit rebound over the past few years.","of relatively lackluster demand at home, industry operators have increasingly turned to foreign markets for growth.",nonetheless,as a result
841,Photographers who are precise in their framing will notice a difference between the 5D and the 1Ds or 1Ds MkII.,i find the large and bright finder view of the 5d to be much better to work with than those found on most other dslrs.,"otherwise,","though,"
842,This removes 'legacy' lttng - it hasn't actually worked for awhile.,has been replaced by equivalent functionality in.,"now,",and
843,"Surely, our fair Lone Star State doesn't have a wine producer on such a massive scale, does it?",is the wine any good?,and,"if so,"
844,"Generally speaking, families with the least amount of time and money have the fewest realistic options.",parents who do have options quite often exercise them.,"interestingly,","however,"
845,So nine out of every 10 impressions are transparency-challenged.,"ad ran, the buyer probably didn't know what site it would end up on, and probably can't get reporting on how the site performed.","meaning,",before that
846,"It should be noted that, as used in this specification and the appended claims, the singular form ""a"", ""an"" and ""the"" include plural references unless the context clearly dictates otherwise.","reference to ""a hydrazine group"" includes a plurality of hydrazine groups and reference to ""an analyte"" includes a plurality of analytes and the like.","thus,",for example
847,"Including his law partner, Senator Green of Rhode Is- land, and Cardinal Spellman of New York.",the president reversed himself.,"thereafter,","also,"
848,"It makes a 90 degree turn, growing horizontally for another couple of feet.",it rises straight up again.,and,"then,"
849,"Today, Overbrook Farms retains some of the sense of grandeur that was no doubt envisioned by the developers.",overbrook farms seems to have met two slightly different fates.,"interestingly,","however,"
850,"I did feel that they had some very obscure words as well as some that are basically impossible to describe without using the ""taboo"" clues.",it was a terrific purchase.,"overall,","though,"
851,"Alas, I didn't get to hear Ms. Labelle - swollen vocal chords apparently prevented her from appearing.","i still got to hear knoxville, thanks to the efforts of kendra colton, who subbed for labelle at the last minute.","luckily,","however,"
852,"In some embodiments, only a single function central control 110 is contacted to complete the payment transaction.",all of the payment information can be transmitted from pos device 130 to network processor 732 and host 733.,"thus,",for example
853,"First, data were acquired so that, where possible, the position of structures on the glacier could be compared between the 1997 and 2000 data sets so as to measure point velocities.","the real challenge of mamm, was to acquire interferometric data so as to estimate velocity fields.","second,",and
854,"Arguably the reason why Portal is held in such high regards, GLaDOS instantly grows on you when she appears to be helping you with your appointed experiments with the Portal gun.","the layers peel back and her motivations become a lot more murdery (yes, i can make up words!)","eventually,","though,"
855,"""Our"" Batman was transformed into a vampire in and around September 1982's Batman #351, and was cured with Robin's help.",that was the regular series.,"again,","though,"
856,This was a very well packed item and it was quite difficult to actually get at the monitor inside; talk about boxes within boxes!,"surrounded by discarded packing material, i realised that it would be very difficult item to repack if i wished to return it for any reason.","eventually,",and
857,"The light changed really fast during this time and I had to do some brightening on the rightmost images, to a readily apparent uneven effect.",i am mostly pleased with the outcome.,"overall,","however,"
858,just sayin'.,"i guess this is a double-standard, i do hate feeling like i'm on the clock when i'm at the barn.","though,",and
859,"So it's hard to get invested when you know the result will always be ""everyone ends up more or less happy-ish.""","gus and shawn solve almost every case and the ""burn notice"" crew typically takes out their enemies.",but,"again,"
860,"But as long as economic interests reign supreme, I do have to defend my own economic interests as a translator so that it is viable for me to work as such.","publishers, translators and writers are all in the same boat....","ultimately,","though,"
861,"During the early phase of an individual's drug experimentation, neurotransmission normalizes as intoxication wears off and the substance leaves the brain.",drugs wreak changes in cellular structure and function that lead to long-lasting or permanent neurotransmission abnormalities.,"eventually,","however,"
862,"Nobody knows yet, though, whether the outbreak here was caused by a new strain.","irfan and the experts he spoke to concluded that ""weather extremes"" are still the best explanation for the uptick in west nile cases this year.","ultimately,","though,"
863,"That, combined with the closure of Charing Cross Road and the seemingly endless blue hoardings that face onto Oxford Street give the illusion of a large construction site.",it's actually a site that is far more compact than it seems.,"interestingly,","however,"
864,"And how would these two statements, if you believe them to be true of Joba, not also apply to Phil?",picking who gets the fifth starter spot between joba and phil is kinda like being with pornstar joslyn james:.,"ultimately,","though,"
865,The fears of failure.,the jobs got better and he signed up for college.,"eventually,","though,"
866,adding a wedding would simply be icing on the cake.,our vote is with booth on this one: brennan should be the one to propose!,"ultimately,","though,"
867,"Remarkably, little has changed in Weleda's gardens since more than 80 years ago.",they've grown a bit since then.shaving lotion 3.4 oz.,"although,","indeed,"
868,"They figure the banks will eventually lend out these $1.8 trillion of reserves, and this will make prices explode.",they think the fed will soon have to start hiking interest rates (including interest on reserves) to head off such a stagflationary nightmare.,"or,",alternatively
869,"The valve lifter of inhalation side - we to be constituted from the tappet of 2 layer, to adjust to accelerator opening and rpm, variable control the valve lift quantity.",also valve timing of the air inlet cam is controlled optimumly variably.,simultaneously,"with that,"
870,Then I give em 60 days during which I'm not gonna argue if it's something I or one of the guys can do in a few minutes.,i've found you've got to play a little hardball.,but,"after that,"
871,"It's a terrible waste of what was, for the first half, a spectacular game I would've paid more for.",i really don't recommend it.,"now,","though,"
872,"The way that the contract's structured, that's the way it is, too.","if they decide they want to go in a different direction, that changes everything.","now,","obviously,"
873,"This verification indicia 50 can also be used to award ""blind prizes"".",a prize may be awarded to a shopper whose verification code 50 contains indicia specified and posted at a sales outlet 3 on the day of redemption.,"thus,",for example
874,"A little before the MWC 2009 has started, i-mate announced its phone, the 810-F, which comes with a life-time warranty.",it will not be the company's flagship in its battle for a share of the smartphone market.,"obviously,","however,"
875,In the case of evolution...God could bring all his divine powers to bear to create an illusion of what we observe: atheistic randomness.,that's basically the same argument that god buried all those dinosaur fossils six thousand years ago to test our faith.,"again,","though,"
876,"The deadline given for both adds to the urgency of the story, but that felt a bit like an artificial device added by the author for that very reason.",sansom has created a great character in matthew shardlake and surrounded him with a few other characters that are more complex than meets the eye.,"overall,","though,"
877,Onclick attribute of an anchor that goes to the page.,"return false, to avoid any confusion.","anyway,",and
878,"On the other hand, her touches would go down, the number of poor shots she's forced to take will decrease, and she won't be shooting in the 30s.",it's all academic if she stays in the ocaa.,"again,","though,"
879,"Isaac doesn't stick to cover so much as duck halfway behind it, never actually covered by the conveniently placed boxes.",visceral did a solid job compromising.,"fortunately,","again,"
880,"AND, given that I don't know.","am likely to forget in the future, i'll be explicit.","now,",and
881,We will talk to a psychologist who explains the tough transition they face.,over--we will do that.,and,"again,"
882,"It's weird how it works, but the pixies apparently run a fairly tight ship.","to make it easier, print this out, give it to them.","so,","anyway,"
883,"For instance, Alvaro suggests complex numbers as being useful to 2D graphics - but he's really just talking about Cartesian coordinates and 2D vectors.",the code is going to end up looking pretty similar no matter which conceptual abstraction you used in your mind to get there.,"ultimately,","in the end,"
884,"unfortunately, it will probably be even worse than this one.",you will die.,"fortunately,","eventually,"
885,You could set the servlet to load on startup and instantiate the server as part of instantiation.,"this is much preferred, if yo uare paying for adsl, then it shouldnt cost much more to have static ip instead of a dhcp based service surely?",alternatively,and
886,Italy is so much about tradition and history.,it is also about breaking rules and changing those accepted ways.,"then,","again,"
887,that is a good thing.,officials at both the local and state levels have some work to do to make the system less susceptible to mistakes.,"clearly,","however,"
888,"Luckily for us, James Bond intervened just in time and, in the final reel, blew up the base.","a model of the base.the arrow on the cable car's altimeter is tipping 3,000m when, ahead, the peaked roof of piz gloria appears.","or,","rather,"
889,"léger, in particular, is a 'heroic' artist, who 'rejected every implication of ""glamour""'.",berger appears to have become disenchanted with communism as a form of state power.',"eventually,","however,"
890,"That single spark of life that signals an idea's movement value, almost screaming to us, something wants to be built here.","in this new blog series, i'm going to be deconstructing my favorite moments of conception from popular movies.",and,"so,"
891,I promised and thanked the Universe a million times over for reorganizing itself despite my will to make what I wanted happen.,this experience was a complete and total blessing for me:.,"ultimately,","though,"
892,Researchers have discovered the worm contains two proteins...read more.,neither childhood nor...read more.,"interestingly,","though,"
893,I don't know how much is in the acct.,i kicked in $50.,"now,",but
894,"But they will be as laid down in a business enterprise, not as in a profession.","profit will guide which patient welfare activities will be carried out, and not patient welfare decide where the profits will accrue from.","meaning,","thereby,"
895,"(fill in the blank for your religion of choice) dooms one to an ignoble fate,.",the _belief_ that one has an ignoble fate.,"or,","rather,"
896,"whereas, the utah transportation commission has considered all testimony given at the hearing and the social, economic, environmental and other effects of the proposed route;.","be it resolved that the utah transportation commission concurs and supports the location and design features of the proposed project presented as alternative 1, at the public hearing.","now,",therefore
897,"Consequently, two or more evaluators examining the same subject could reach markedly different conclusions regarding his judgmental appropriateness.",any potential value of this index is lost by virtue of its gross unreliability.,"obviously,","then,"
898,Plum up your apartment's bathroom with some accessories from Debenhams.,the easiest way to add a touch of plum to your allentown apartment is with great art.,and,"finally,"
899,The biggest thing about him that I like is the fact he can play anywhere in the field and doesn't look uncomfortable.,short - i'm sure if he was in center field he could do it.,"third,","second,"
900,"The show's British cast has kept the original staging intact, and the script paints a realistic portrait of a complex father-son relationship punctuated by moments of insight.","""red sea fish"" fails to tell a coherent, meaningful story.","ultimately,","though,"
901,"When driving, she felt compelled to pass whomever was in front of her - a white-knuckle experience for her passengers, particularly on a highway.","she had more falls and began to walk with slow, birdlike steps, suggesting another fiendish disease at work.","later,","though,"
902,And it's clearly designed to pull authors out of the established system.,it's authors who have either been tossed aside from that system or those on the outside who couldn't find a way through the gates.,"specifically,","though,"
903,"In one sense, of course, this could be viewed as a very clever turning of the tables on the Pro-Choice position.","it is not some kind of legal chicanery, but a simple demand for justice - and on the terms set and the ground defined by the pro-choice movement.","ultimately,","however,"
904,"She'll come to her senses eventually, but her self-humiliation in the early scenes is potentially hard to take.",ball's sweet performance as elle almost makes such logical reservations seem moot.,"again,","though,"
905,"And, in the case of publicly owned infrastructure services, households benefit in their capacity as members of the public.",it's not surprising that there has been little enthusiasm from australian households for another round of reform.,"overall,","though,"
906,"These kinds of bonds have been on a terrific bull run ever since Paul Volker, as Chairman of the Fed, cracked down on inflation.",even the avuncular face of capitalism would bet against them.,but,"now,"
907,We might think of the past 30 years as being akin to an easy downhill ski run with evenly packed powder and little to block one's progress.,"we do get to the bottom of the hill, which is where we may be right now with interest rates and there seems to be no chairlift in sight.","eventually,","however,"
908,"Oh, and laughter is good, but not as good as quick...manic...heavy...breathing.",an excellent intructable.,"overall,","though,"
909,Few outside of the well-informed will understand this amounts to government theft of your money.,this is why the rest of us have to stop dreaming that we will simply fix it in the next election.,"indeed,",and
910,"Sandoval is equally impressive as a singer and a trumpeter, and the mix of vocal and instrumental numbers is one of the most enjoyable aspects of this fine album.",this album is a joy and a pleasure.,"overall,","though,"
911,"It also seems to have a large amount of chaos for such a long, calculation-heavy game.",the game's charm outweighs its flaws for me.,"ultimately,","however,"
912,That's hugely important.,"probably the most dramatic shift in the landscape is the growth of internet connected devices-tablets, phones, etc.","third,",and
913,"The study leader, Dr. Anthony Miller of the University of Toronto, said it was ""completely untrue"" that inferior equipment or methods were used.","how often and at what age a person receives a mammogram should be up to the individual, not doctors, insurance companies or the government.","ultimately,","however,"
914,"In 1996, as this new war in the Congo escalated, the West once again began to discuss a 'humanitarian' intervention (to be led by Canada).",they were pre-empted by local military actors.,"again,","however,"
915,"This caused a certain amount of distress for both Castillo and Yar, who had developed romantic feelings for one another.",yar decided to join castillo and the crew of the enterprise -c when she learned that she had died a meaningless death in the other timeline.,"eventually,","however,"
916,suggest experiment with increasing it to 3 hours+ before retarding in fridge overnight.,"go by the dough appearance and feel, not time.","again,","though,"
917,"This procedure may be used in any internal, preferably soft, tissue, but is most useful in breast tissue, lung tissue, prostate tissue, lymph gland tissue, etc.",treatment and diagnosis of breast tissue problems forms the central theme of the invention.,"obviously,","though,"
918,"Since public prison guards are also private individuals until they sign an employment contract, why is one contract better than another?","perhaps all this has now established a duty of independent moral judgment for everyone, including public employees, thus making public punishment equally a ""private act""?","or,",conversely
919,"So the maids went out, carrying a torch, and made the beds, to which a man-servant presently conducted the strangers.","did telemachus and pisistratus sleep there in the forecourt, while the son of atreus lay in an inner room with lovely helen by his side.","thus,","then,"
920,"And turntables and tape loops can be more concretely evocative than most other instruments, since they offer a direct path to other songs.",stelzer and talbot have no interest in using their instruments that way.,"clearly,","however,"
921,"The highlights can sometimes be missed between more grating moments, and this leads to the blemishes on this otherwise enjoyable record becoming a little more exasperating.","parallax is quite consistent, and its peaks tend to outweigh the troughs.","overall,","though,"
922,"Jeff has everyone fill in the blank, ""the most annoying thing about ____ is ____.""","it didn't change anyone's vote, it gave us a foreshadowing of things to come, and a peek at how self-aware certain tribe members (edna!)","although,","in the end,"
923,"In a compact between the two states, approved by U.S. Congress in 1834, New Jersey therefore agreed that New York would continue to have exclusive jurisdiction over the island.","the federal government expanded the island by landfill, so that it could accommodate the immigration station that opened in 1890 (and closed in november 1954).","thereafter,","however,"
924,"If you had to compress your argument into one abstract-type paragraph, what would it look like?","perhaps you'd want to frame your argument (s) as testable hypotheses - e.g., h1, etc.","third,","similarly,"
925,"Hey, how big a deal can criminal defense be?",he wants to try cases.,and,"besides,"
926,"Almost 100% of liberals liked it, while over 90% of conservatives didn't.",a higher percentage of conservatives said they liked it than liberals who said they didn't.,"though,","interestingly,"
927,Pope Benedict has said that the most effective case for Christianity comes through the lives of the saints and Christian art.,"we need to recall anew that beauty is not incidental, but essential, to the life and mission of the church.","clearly,","then,"
928,And my administration is in ongoing discussions with a number of other countries about the transfer of detainees to their soil for detention and rehabilitation.,there remains the question of detainees at guantanamo who cannot be prosecuted yet who pose a clear danger to the american people.,"now,","finally,"
929,Here the power of the law stops.,we have no coronation oath.,"thus,","again,"
930,"The higher you scored in any category, the more your tastes were like mine in that category.","the categories theselves can be ranked in importance: eyes, mout...read more","also,","ultimately,"
931,"And from there, many of the other Facebook departments can do a better good job at integrating longitudinal data into their business processes.",facebook's feedback panel is a good first step in reversing possibly damaging user fatigue.,"overall,","however,"
932,"In his hazy immobilized state, the player sees an LCVP engulfed in flames with partially burning soldiers fleeing from it.","it's something that made this troper go ""holy shit"", a burning soldier walks calmly out of the ship and down the ramp, collapses to his knees, and falls down.","then,",and
933,barack obama's presidency has become a feast of failures whose proliferation protects their author from close scrutiny of any one of them.,we can revisit one of the first and see it as a harbinger of progressivism's downward stumble to healthcare.gov.,"now,","however,"
934,Why doesn't Operation Odd or Even activate in this situation?,"most counter-intuitive: when a monster with the elemental ability wins combat under the effects of hand to hand, elemental still activates if the winner has the dominant element.","third,",and
935,"I had too much work-related writing to do--who has time to throw a few words up online for, you know, just fun?",i started hungering for something else.,"eventually,","however,"
936,"If everything had gone according to plan, we'd be in Stage Twenty already.",this is mostly my fault for barely replying my entire last semester and not moving things along during the semester before that.,"obviously,",and
937,Stephanie and Alana sat on the.,victoria and marcia took the third.,"second,",and
938,"This is, probably, in chief part due to the broken nature of the land, affording diversified habitats, and to much of the coast being rocky.","i believe, it is that not many species have been brought from india.","hence,","also,"
939,"They also had an orange one and a pearlized gold dragon, both holding blue d20s.",i had to go with this one: a black mica dragon with a red scarab d20.,"ultimately,","though,"
940,"His parsnip- and prosciutto-stuffed quail over wild greens delighted and surprised judges, who were expecting something Mexican from the Mexican master.","it was the quiet, methodical and mind-blowingly creative lo who beat out bayless by half a star.","ultimately,","though,"
941,"I'd like to tell you I'm not the kind of gal who has ordered a fried Twinkie after a particularly rough gig, but I'd be lying.",why not celebrate the glorious resilience of hostess brands?,and,"anyway,"
942,"denunciations of the movement almost exclusively reference one of the two possible meanings of more's titular neologism, never the good place, eu-topia, but always the unviable no place, ou-topia.",they hinge on the undesirable failings of the society overviewed in book two.,"or,",alternatively
943,"with camacho in charge, who knows?","it's all up to adu, who has handled all the hype and criticism aimed at him with notable aplomb.","ultimately,","though,"
944,I had never of Y.M.H.A.,hoped that it stood for 'young mens heathan association'.,"though,",and
945,"You might, several people got to go to them (Bar the OSM event, it was japan only).",several people did not.,conversely,"however,"
946,"You know, it's funny, you kill 1 or 2 hundred people, and suddenly you're the bad guy.",the legacy of charlie and his gang's brutal slaughters and other street crimes will always be remembered for what they were: not very nice.,"still,","though,"
947,The parts of happstack should be further modularized and generalized until they are not happstack specific.,there is a need for some glue code to bring all the pieces back together.,"ultimately,","though,"
948,"i wanted to give it to one of the political depth charges i read this year - bacevich's the limits of power, sharlet's the family, chalmers johnson's nemesis.",they all padded their word counts with exhaustive details that showed the depth of their research but sacrificed the grace of their story.,"ultimately,","however,"
949,"Rather, both zone1 and zone2 appeared to be at increased risk for symptoms.","headaches, chronic fatigue, allergies, and skin disorders were all more common in the 2 first zones as compared to zone3.","interestingly,","however,"
950,A point made also by the assistant chief commissioner of Greater Manchester police and the judge presiding over the recent exploitation case in Derby.,in a wider context it is equally important to emphasise methods to define this debate.,"separately,",and
951,"That is wholly contrary to clause 2 and also to the wishes of the Secretary of State that, irrespective of statutory requirements, consultation should be undertaken on all closures wherever practicable.","established procedures-presumably set up to avoid the position in which we now find ourselves, with all the ill feeling that it generates-have been flagrantly ignored.","clearly,",therefore
952,"This indicates not only a lack of homophobia, but a widespread assumption that anyone is willing to sleep with someone of the same sex.","caligulans are not all gay, as many are seen in heterosexual relationships.","clearly,","though,"
953,"From the games, I got the impression that there is only one of each Legendary.",that they can easily hold their own in battle and cannot be owned by trainers.,"meaning,",consequently
954,Top journals repeatedly rejected articles that later on turned out to be scientific breakthroughs and even won the Nobel Prize.,"plagiarism, fraud and deception are hardly ever discovered in the peer review process (fröhlich 2007).",conversely,"however,"
955,"The Government has been curiously silent on the matter of co-operative approaches lately, engaged as it is on the ludicrous and hopeless task of trying to keep a dying system afloat.",we all need to disengage from any dealings with shareholder-owned companies and switch to co-ops.,"clearly,","then,"
