File Number,Explicit Connective,Implicit Connective,Arg1 Complete,Arg2 Complete,Explicit Sense1,Implicit Sense1
wsj_1389,and,in this case,"In a paper presented at the recent annual meeting of the National Association of Business Economists in San Francisco, Mr. Durkin comments that ""installment credit always grows rapidly in cyclical advances,","growth in this cycle is very typical of earlier experiences.""",Expansion.Conjunction,Expansion.Instantiation.Arg2-as-instance
wsj_1695,and,as a result,"If these assumptions hold, voters in races for Congress face what in economic theory is called a prisoner's dilemma","have an incentive, at the margin, to lean Democratic.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1267,and,nevertheless,"""The affluent people and the corporations can buy it, the poor radicals {in political cases} get it free, and everybody in between is at a disadvantage,","that's not the kind of system we want,"" says Amitai Etzioni, a prominent sociologist who teaches at George Washington University.",Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_2345,and,then,"Asked whether Friday's action could help him avoid being Trumped by the New York real estate magnate, Mr. Crandall smiled broadly","said: ""No comment.""",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1315,and,so,"Getting a community of parents to care again about its schools is essential, but in Chicago the new boards will make mistakes",Mr. Kimbrough will have to identify them.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1349,and,then,"A master of pork-barrel politics, he had crafted the $2.85 billion package in vintage style",used the full force of his chairmanship to keep the proposal intact and dismiss any alternative.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0162,and,then,"The Dow Jones Industrial Average, which had jumped 41.60 points on Tuesday, drifted on either side of its previous close",finished with a gain of just 0.82 at 2645.90.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2232,and,consequently,"The Dow dropped to a quick 27-point loss,",to many traders it looked as if stocks were headed for yet another big tumble.,Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
wsj_0742,and,then,"""The kind of instant liquidity that is implied by index futures is that you can buy a portfolio over two years",get out in one day.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1622,and,thereby,"Because of a lack of information and access, many investors -- including the very ones whose buying power could restore stability","damp volatility -- are forced to stand on the sidelines when they are most needed, because of their ignorance of important market information.",Expansion.Conjunction,Expansion.Manner.Arg1-as-manner
wsj_1782,and,as a result,"The housing starts numbers, however, are one of the least precise of the government's economic indicators",are often revised significantly as more information is collected.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2044,and,then,"The most striking example yesterday may have been in community development funds, where the two houses had separately approved a total of 27 projects valued at $20 million,","the conference added 15 more valued at $8 million to ostensibly preserve ""balance"" between the House and Senate.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0114,then,and,"Los Angeles is a sprawling, balkanized newspaper market, and advertisers seemed to feel they could buy space in the mammoth Times,",target a particular area with one of the regional dailies.,Temporal.Asynchronous.Precedence,Expansion.Conjunction
wsj_0933,and,as a result,But in 1986 Congress sharply reduced the number of people who could qualify for its benefits,IRA tax-deductions slowed their roaring growth.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2146,and,therefore,"Bay Financial Corp., hurt by high debts and deteriorating real estate investments, reported a wider loss for the fourth quarter",said it might be forced to seek a bankruptcy-court reorganization if it can't renegotiate its borrowings.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1634,and,thereby,"Sony promptly countersued, charging Warner with trying to sabotage its acquisitions",hurt its efforts to enter the U.S. movie business.,Contingency.Purpose.Arg2-as-goal,Expansion.Manner.Arg1-as-manner
wsj_0060,and,therefore,"Neil Kuvin, the general manager of WHAS, the CBS affiliate in Louisville, says ""Cosby"" gets the station's highest ratings","he's ""pleased.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_0158,and,instead,"No successor was named,","Mr. Reupke's duties will be split among three other senior Reuters executives, the company said.",Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_0561,and,therefore,"One was that, despite his 62 regular-season wins over the past three seasons in the Land Beyond the Late News, he has been overshadowed by his more-muscular mates",missed out on prizes that might have been his due.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2384,and,so,"""The market needs a strong signal that we're serious about deficit reduction,","the best way to do that is for the House of Representatives to strip their bill"" of similar provisions, Sen. Warren Rudman (R., N.H.). said yesterday.",Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
wsj_0278,and,so,"But it may amount to little more than posturing; the two have continued on-again, off-again settlement talks over the last few weeks,",people familiar with the talks say the matter could be resolved within a week.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2314,and,instead,"Once known as National Distillers & Chemical Corp., the company exited the wine and spirits business",plowed more of its resources into plastics after Mr. Stookey took the chief executive's job in 1986.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_1611,with,then,"Under it, the former billionaire's assets would be liquidated","the IRS getting 80% of the proceeds and the rest being divided among other creditors, including Minpeco and Manufacturers Hanover Trust Co., which is seeking repayment of a $36 million loan.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2124,and,then,"She thinks the market could drop about 10% in the next few months, then recover",go higher.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0015,and,therefore,"In August, the commission ruled that between $190 million and $195 million of the plant's construction cost was unreasonable","should be refunded, plus interest.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1457,and,therefore,"Republicans figured that in Mr. Giuliani, the nation's best-known prosecutor, they had a chance for a huge upset in the heart of Democratic territory",that they would pick up a new political star.,Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
wsj_2168,and,specifically,But several traders quickly stepped up,"bid for contracts, driving prices sharply higher.",Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_1538,and,specifically,"He may sell more shares in the open market or in private transactions, but wouldn't rule out changing his intentions","buying shares, the filing said.",Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_0648,and,as a result,"After Hugo hit, many insurers exhausted their reinsurance coverage",had to tap reinsurers to replace that coverage in case there were any other major disasters before the end of the year.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0308,and,so,"The company said its directors, management and subsidiaries will remain long-term investors",won't tender any of their shares under the offer.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1915,and,as a result,"GENENTECH INC., South San Francisco, biotechnology company, annual sales of $334.8 million, NYSE, sustained no major damage",expects to be fully operational today.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1327,and,then,"In ""Josephine Baker"" (Jonathan Cape, 304 pages, $35), which was published in Britain last year","distributed in the U.S. this month, Mr. Hammond has used his collection to produce an album of photographs and drawings of the star.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2113,and,so,The state obliquely noted that unsafe banking practices are grounds for removing an officer or director,"closed with the admonition to Mr. Paul: ""Govern yourself accordingly.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_1316,and,since then,"The latter's son, Ralph Ingersoll Jr., took over the company",has been managing the Goodson properties and acting as an agent in the purchase of newspapers for Goodson.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2306,and,therefore,"""Half of them are really scared","want to sell,"" she said, ""but I'm trying to talk them out of it.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_0989,and,so,"Businesses across the country are getting fed up with junk mail,",some are saying they just aren't going to take it anymore -- literally.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0452,and,as a result,"LTV challenged the order,",a federal district court in New York in June 1988 ruled that the agency improperly ordered LTV to reassume responsibility for the plans.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2102,and,as such,"It was the first time in seven years that Moscow hasn't joined efforts, led by Moslem nations, to expel Israel from the world body,",was viewed as a sign of improving Soviet-Israeli ties.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0327,and,so,"Technology stocks bore the brunt of the OTC market's recent sell-off,",traders say it's natural that they rebound sharply now that the market has turned around.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1914,and,thus,Mr. Taylor's overwhelming victory against Republican Tom Anderson reclaims a seat the Republicans had held for 17 years,gives the Democrats their fifth victory in the seven special House elections held this year.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0155,and,instead,"However, some workers haven't yet accepted the new contract","are continuing negotiations, the analyst said.",Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_0683,and,thus,"A substantial warming would melt some of the Earth's polar ice caps, raising the level of the oceans",causing widespread flooding of heavily populated coastal areas.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0999,and,thus,The commission believes that improving AM service would broaden listening selections,increase options for advertisers.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2440,and,then,Readers who pull off a piece of tape,"press a switch will hear a tiny -- but distinctly human-sounding -- voice announce, ""I am the talking chip,"" as it launches into a 15-second discourse on its own attributes.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2303,and,as a result,"Eventually Mr. Simpson and Mr. Herscu had a falling out over the direction of the company,",Mr. Simpson said he resigned in 1988.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0779,and,as a result,"They, in turn, lent money to their customers -- who were supposed to recognize the opportunity to make a profit in the turmoil",buy shares.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1367,then,and,"On the way to that goal, she received her first U.S. paycheck for proofreading a book of Polish poetry, attended secretarial school,",went to work for a fund-raising organization.,Temporal.Asynchronous.Precedence,Expansion.Conjunction
wsj_0693,and,as a result,Sterling plunged about four cents Thursday,hit the week's low of $1.5765 when Mr. Lawson resigned from his six-year post because of a policy squabble with other cabinet members.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2418,and,as a result,"By last winter, Justin was showing prototypes at toy fairs in Hong Kong and New York --",Sony noticed.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1657,and,therefore,Aid was also the gist of the talks Sen. Dodd had with Salvadoran President Alfredo Cristiani; Mr. Cristiani's government is very much at the mercy of U.S. largess,is forced to listen very carefully to Sen. Dodd's likes and dislikes.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0155,and,so,"""Producers were granted the right earlier this year to ship sugar","the export licenses were expected to have begun to be issued"" yesterday.",Expansion.Conjunction,Contingency.Cause.Result
wsj_2376,and,then,Right now they're telling me to get the hell out,stay out.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0561,and,yet,"The sole A not to homer was cleanup hitter Mark McGwire, their regular-season leader with 33,",he contributed five hits plus a diving fielding play on a ground ball in Game Three that stopped a Giant rally while the issue still was in doubt.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_1388,and,therefore,"It's written `marcato' in the score,","I played it that way, kind of gigue-like.",Expansion.Conjunction,Contingency.Cause.Result
wsj_2300,and,so,"After the trading halt in the S&P 500 pit in Chicago, waves of selling continued to hit stocks themselves on the Big Board,",specialists continued to notch prices down.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1026,and,then,"This trader characterized the recent price action as a contest between the fundamentalists, who see higher prices ahead, and the technicians, who are basically buying cotton toward the bottom of the current trading range, around 71 cents,",selling it when the price climbs more than 74 cents.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1996,and,more to the point,"Wang's installed base is one of its greatest assets,",many of those customers remain extremely loyal.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_0671,and,in other words,"""People are very concerned about who is going to step up to the plate","buy municipal bonds in the absence of institutional buyers.""",Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_1935,and,as a result,"Also, rather than increase supplies, they reduce them",encourage hoarding.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0232,and,specifically,The state agency's figures confirm previous estimates,"leave the index at 178.9, up from 178.5 in August and 173.1 a year earlier.",Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_1634,and,so,"""But he wanted to pursue his own dream,","he went.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_1761,and,therefore,"""The market is sending nervous signals,"" says Peter J. Canelo, chief market strategist for Bear, Stearns & Co.,","it's ""unwise"" to be overcommitted to stocks.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0972,then,and,"It starts with conception, taking the sperm's point of view,",progresses to the baby's point of view.,Temporal.Asynchronous.Precedence,Expansion.Conjunction
wsj_0151,and,as a result,The move boosts Intelogic Chairman Asher Edelman's stake to 20% from 16.2%,may help prevent Martin Ackerman from making a run at the computer-services concern.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1162,and,all the while,"Meanwhile, they tackle the mounds of paper --",fantasize about a dream world where bulk-mail postal regulations and government inspectors are banished.,Expansion.Conjunction,Temporal.Synchronous
wsj_1411,and,as a result,"He calls the contracts ""critical to winning in the NFL""",has played his part in the bidding wars.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0267,and,then,"The son of an immigrant stonemason of Slovenian descent, he was raised in a small borough outside Ebensburg, the Cambria County seat,",put himself through the University of Pittsburgh Law School.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1317,and,yet,"I think they need creative leadership,","I don't think they have it,"" said Emma Hill, an analyst with Wertheim & Co.",Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_0350,and,therefore,Miniscribe reported a negative net worth,hinted it may file for Chapter 11.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0367,and,then,"Every workday at 11 a.m., 40-year-old Mike Sinyard dons cycling clothes, hops on a bike he keeps at his Morgan Hill, Calif., office",sets out to cover a distance most people would travel only by car.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2225,and,instead,The advertising industry is buzzing with rumors that Kentucky Fried Chicken will drop Young & Rubicam,seek a new ad agency.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_0560,and,then,"Under the agreement, Westinghouse will be able to purchase smaller combustion turbines from its Japanese partner,",package and sell them with its own generators and other equipment.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0119,and,as a result,"The antitrust staffs of both the FTC and Justice Department were cut more than 40% in the Reagan administration,",enforcement of major merger cases fell off drastically during that period.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1726,and,then,"It buys loans from lenders, packages some into securities for sale to investors",holds the remainder in a portfolio.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0274,and,specifically,"""This year, some investors are changing their policies","investing a lot.""",Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_1269,and,therefore,"Imperial Chemical Industries of the U.K. also has one,",is building a plant in Louisiana to produce it.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0304,and,then,"-- Lee Wakeman, vice president in charge of options research who discovered the valuation errors","was asked by senior management to straighten out the mess, resigned to take a position in asset and liability management at Continental Bank in Chicago.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2109,and,as a result,"According to the executive, BDDP's involvement prompted renewed vigor in the WCRS-Eurocom talks",the two agencies were hoping to hammer out details by today.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2330,and,therefore,"It's a dollar-priced product,","the strong dollar has made it more expensive in Europe, the analyst said.",Expansion.Conjunction,Contingency.Cause.Result
wsj_2300,and,so,"At about 3:45, the S&P market careened to still another limit, of 30 points down,",trading was locked again.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1634,then,and,"The last time Columbia Pictures was looking for a studio chief, they note, Warner released producer David Puttnam from his contract,",took him back after he was subsequently fired by his bosses at Columbia.,Temporal.Asynchronous.Precedence,Expansion.Conjunction
wsj_2100,and,therefore,"Interactive telephone technology has taken a new leap in sophistication,",television programmers are racing to exploit the possibilities.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0528,and,as a result,"ABC hasn't had much luck with shows featuring blacks in recent years,",the producers of one new arrival are a bit desperate.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2140,and,thus,She and her husband started a small printing business,need the car for work as well as for weekend jaunts.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1284,and,thus,"For once information flows, public participation follows",repression becomes difficult to reimpose.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0286,and,as a result,"This corporate glasnost is a big reason Nissan, after years of making lackluster cars and lousy profits, has loosened up its rigid ways","now is riding a string of hits, ranging from the sleek Maxima sedan and Porsche-like 300ZX to the whimsically nostalgic Pao, a minicar sold only in Japan.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1000,and,as a result,"The Kemper Corp. unit and other critics complain that program trading causes wild swings in stock prices, such as on Tuesday and on Oct. 13 and 16,",has increased chances for market crashes.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0003,and,as a result,More common chrysotile fibers are curly,"are more easily rejected by the body, Dr. Mossman explained.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0118,and,then,"When it occurs, the traders place orders via computers to buy the basket of stocks (such as the 500 stocks that constitute the Standard & Poor's 500 stock index) in whichever market is cheaper",sell them in the more expensive market; they lock in the difference in price as profit.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1103,and,as a result,"The mismatch exposed the company to a high degree of interest-rate risk,","when rates moved unfavorably -- beginning late last year and continuing into this year -- ""it cost them,"" Mr. Kriz said.",Expansion.Conjunction,Contingency.Cause.Result
wsj_2354,and,as a result,But the court said it lacked enough financial information about Sunbelt and the FSLIC,sent the cases back to federal district court in Dallas.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1387,and,in contrast,"But LDP members and supporters of the prepaid card idea tend to speak in innuendo about the JSP's alleged donations, implying that North Korean money would be more suspect than South Korean because North Korea is communist",South Korea is an ally.,Expansion.Conjunction,Comparison.Contrast
wsj_2124,then,but,"She thinks the market could drop about 10% in the next few months,",recover and go higher.,Temporal.Asynchronous.Precedence,Comparison.Contrast
wsj_2058,and,yet,"You talk of times of peace for all,","then prepare for war.""",Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_2058,and,thus,If it finds one,"gets into the system, it will display a screen when a user logs on that says, ""Worms Against Nuclear Killers. . . .",Expansion.Conjunction,Contingency.Cause.Result
wsj_1849,and,similarly,Builders get away with using sand,"financiers junk when society decides it's okay, necessary even, to look the other way.",Expansion.Conjunction,Comparison.Similarity
wsj_2205,and,yet,"Jefferies spent most of its energies in the morning trying to match buyers and sellers,",there weren't many buyers.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_0618,and,so,"It ""is going to sound neat to the dealer except when his 15-day car supply doesn't include the bright red one that the lady wants to buy","she goes up the street to buy one,"" a Chrysler spokesman said.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1623,and,therefore,"""Such bonds are very sensitive to the downside,","this could be a disaster.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_1797,and,then,"Mr. Freind calculates that the provision, which attacks the trimester standards that Roe established, will ""make it necessary"" for the Supreme Court to review Roe",", perhaps, to overturn it.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2044,and,then,"The Senate had refused late Friday to invoke cloture and limit debate, but behind the bipartisan leadership, a solid majority took shape yesterday",brushed aside amendments seeking to cut the total package or steer it away from direct aid to political parties.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1041,and,then,"It should have happened sooner,"" said Elizabeth Glaser, a Los Angeles mother and activist who contracted the AIDS virus through a blood transfusion,",transmitted it to two of her children.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2232,and,thus,"Spurred by waves of large-scale buying in blue-chip stocks, the Dow Jones Industrial Average rallied yesterday","erased about a half of Friday's 190.58-point plunge, gaining 88.12 to 2657.38.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1797,and,so,"""Next year is an election year","the legislators just don't want to do anything about this now.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_2153,and,then,"""It's like everyone climbing out of the QE II","getting into a lifeboat,"" says John Jacobson, an analyst with AUS Consultants.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0426,and,then,"Two gunmen entered a Maryland restaurant, ordered two employees to lie on the floor",shot them in the backs of their heads.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1006,and,then,Mr. Lortie joined Provigo in 1985,spearheaded the company's drive to grow outside its traditional food business.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2104,and,thus,"The blue-collar machinists, longtime rivals of the white-collar pilots, say the buyout would load the company with debt",weaken its finances.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1122,and,then,So the IRS has drawn a rationale from the sale of a home site split in two,sold in different years to the same buyer; a court let the seller in that old case treat this as the sale of one residence.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2032,and,as a result,"In July, Eastern and its creditors agreed on a reorganization plan that called for Eastern to sell $1.8 billion in assets",to emerge from bankruptcy-law protection at two-thirds its former size.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1830,and,therefore,The judge dismissed the suit,"ordered Mr. Maynard's company to pay over $100,000 in legal fees to the defendants' lawyers.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1397,then,and,"He bangs on the piece of paper in frustration,",turns and walks away.,Temporal.Asynchronous.Precedence,Expansion.Conjunction
wsj_0990,and,conversely,"Their tone was good-natured, with Mr. Packwood saying he intended to offer the proposal again and again on future legislation",Sen. Mitchell saying he intended to use procedural means to block it again and again.,Expansion.Conjunction,Comparison.Contrast
wsj_0994,and,instead,"This is no place for pedestrians, but at 7:30 on a recent morning, when construction choked traffic at the famous Four Corners intersection to one lane, a taxi passenger found it faster to abandon the cab",walk to her destination.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_1874,and,as a result,"Most junk bonds, which have been battered in recent weeks, continued a slow recuperation",ended unchanged to slightly higher.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2045,and,therefore,"According to an analyst, Cuba can't meet all its shipment commitments","has asked Japan to accept a delay of shipments scheduled for later this year, into early next year.",Expansion.Conjunction,Contingency.Cause.Result
wsj_2058,and,as a result,The National Aeronautics and Space Administration said a computer virus has infected one of its networks,"is spreading anti-nuclear messages related to its Galileo space probe, which is to be launched today.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1781,and,thus,"But technical factors, including modest gains in the value of the pound, helped draw buying back into the market",reverse losses posted a day earlier.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2402,and,thus,Assuming the stock market doesn't crash again,"completely discredit yuppies and trading rooms, American television audiences in a few months may be seeing Britain's concept of both.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1797,and,thus,Legislation to require the consent of parents before their daughters under the age of 18 can have abortions will probably pass both houses of the Michigan legislature,set up a grinding battle to override the expected veto of Democratic Gov. James Blanchard.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1986,and,therefore,"Or perhaps Wall Street, when it has suffered enough, will realize that finance is a service industry,",change its ethos.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1939,and,yet,Yet they somehow think that Wall Street is indifferent to losing the tax cut that seemed so close Friday morning,is now problematic.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_2369,and,thus,"The best moments in the show occur at the beginning and the end (and occasionally in the middle), when Mr. Mason slips into his standup mode",starts meting out that old-fashioned Jewish mischief to other people as well as to himself.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2239,but,then,Junk bonds opened as much as four points lower,staged a modest comeback as stock prices firmed.,Comparison.Concession.Arg2-as-denier,Temporal.Asynchronous.Precedence
wsj_1218,and,then,"Or in other couples, the embryo could be temporarily taken out and tested three days after conception","returned if healthy, or discarded if not.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1002,and,as a result,"""We're being paid today, but we're worried about tomorrow","will want"" letters of credit, says the sales director at one major dress maker who asked not to be identified.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1455,and,then,"The son of a Seagram's executive who was stationed in many countries around the world, Mr. McDonough was born in Tokyo","attended 19 schools in places ranging from Hong Kong to Shaker Heights, Ohio, before entering Dartmouth College.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0790,and,then,"We see, smell and hear slums filled with ""the echoes of hawkers advertising their wares interspersed with abusive language, rattling coughs and the sound of people gathering spittle in their throats","spewing into the street.""",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1059,with,then,"The first models will ship in the spring,",the largest following in the fall.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0911,and,therefore,"However, these faults are not the exclusive property of modern comedies,",I believe Mr. Knight errs when he attempts to link this modern phenomenon too closely to a single category of movie making.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1586,and,as a result,Since then he has expanded his fleet,can now bring his furs to the front door of retailers as far away as the Midwest.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1815,and,as such,While last year's figure was down from 13.4% in 1987,"marked the fifth consecutive annual decline in the poverty rate, the Census Bureau said the 1988 drop wasn't statistically significant.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1688,and,then,He said he set up shop on the sidewalk in front of his town-house office,helped victims apply for federal aid -- free of charge.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0764,and,as a result,"Then, when it would have been easier to resist them, nothing was done",my brother was murdered by the drug mafias three years ago.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1531,and,instead,"Although the pilots are expected to continue to pursue the bid, UAL Chairman Stephen Wolf may be asked to withdraw from the buy-out effort, at least temporarily,",to return to running the company full time.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_0769,and,thus,"Graham Beale, manager of foreign-exchange operations at Hong Kong & Shanghai Banking Corp. in New York, added that Mrs. Thatcher's comments reinforced the market's growing confidence about sterling",compounded the unit's later decline.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1699,and,in particular,"""That is a minimum figure,","I underscore minimum,"" said House Speaker Thomas Foley (D., Wash.) after conferring with California lawmakers.",Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_1157,and,then,But previous sales have often been sales of shares purchased through the exercise of stock options,"sold six months later, as soon as allowed, said Robert Gabele, president of Invest/Net.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2246,and,so,"U.S. Banknote said it is in negotiations to sell ""certain facilities,"" which it didn't name, to a third party,",it needs the extension to try to reach a definitive agreement on the sale.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2100,and,as a result,"If the caller stays on the line and leaves a name and address for the sponsor, coupons and a newsletter will be mailed,",the sponsor will be able to gather a list of desirable potential customers.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0692,and,yet,"These procedures consume millions of man-hours of labor and produce tons of paper,","each year, their end product -- the Five Year Defense Plan -- promptly melts away.",Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_0108,and,then,"if I tune in my short-wave radio, transcribe an editorial or program,",print it in my newspaper,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1468,and,so,"But the unit's third segment, wildlife traps, is suffering from a ""depressed market,""","Ekco is seeking to sell that segment, he said.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0814,and,as a result,"The Japanese have watched the Europeans and Canadians stumble in the U.S. market,",they fret that business practices that have won them huge profits at home won't translate into success in the U.S.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1812,and,so,"The Fort Worth, Texas, company is generally regarded as one of the best-run in the business,",its difficulties are likely to be reflected industrywide as other major carriers report third-quarter results over the next several days.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1146,and,then,"He is free to invest in chickens,",to fail for lack of chicken wire.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1302,and,in contrast,"""The downside is very considerable,","at the moment the upside is very marginal.""",Expansion.Conjunction,Comparison.Contrast
wsj_2153,and,then,"In the past, says Armco's chief economist John Corey, steelmakers made a product",set it out on the loading dock.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1322,and,thus,"In addition, he noted, the issue would normally be the type purchased by property and casualty insurers, but recent disasters, such as Hurricane Hugo and the Northern California earthquake, have stretched insurers' resources",damped their demand for bonds.,Expansion.Conjunction,Contingency.Cause.Result
